"","applicants","sale_price","num_units","year_sold","month_sold","overall_qual","total_sq_feet","gr_liv_area","tot_bathrooms","lot_area","exter_qual","full_bath","central_air","garage_type_attchd","garage_type_basment","garage_type_builtIn","garage_type_detchd","garage_type_no_garage","NeighborhoodBrDale","neighborhood_brk_side","neighborhood_clear_cr","neighborhood_collg_cr","neighborhood_crawfor","neighborhood_edwards","neighborhood_gilbert","neighborhood_idottrr","neighborhood_meadowv","neighborhood_mitchel","neighborhood_n_ames","neighborhood_n_ridge","neighborhood_n_ridge_hghts","neighborhood_n_w_ames","neighborhood_old_town","neighborhood_sawyer","neighborhood_sawyer_w","neighborhood_somerst","neighborhood_stone_br","neighborhood_swisu","neighborhood_timber","neighborhood_veenker","neighborhood_sale_price"
"458",3,188699.999999992,2,2008,8,6,3462.50207348455,2739.16463165314,2,4586.6703081051,3,2,"yes",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"459",6,124000.000000003,1,2009,8,5,3249.2360585477,2016.129242521,3,3893.59198426438,3,4,"yes",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"460",3,167000.000000001,1,2007,4,7,3579.34859117248,2333.53723858397,3,4349.64917375716,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"461",3,146500.000000006,1,2007,6,5,3460.46959473225,2724.18600900194,2,4124.65027629285,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"462",1,250000.000000004,5,2007,5,8,3971.84354795016,2714.75020616515,3,4492.50321333605,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"463",1,186999.999999995,3,2008,6,6,3571.7752226849,2785.05965831775,3,4085.01143590445,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"464",5,212000.000000011,1,2010,6,8,3832.80927262627,2584.48491917477,3,3476.43630068484,4,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"465",1.25,189999.999999996,4,2007,11,7,3713.96359392811,3003.18369882815,3,4580.75032394245,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"466",2,148000.000000007,1,2008,6,6,2846.37986416559,2062.9813925125,3,2259.51156453841,3,2,"yes",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"467",1,439999.999999981,5,2007,7,8,4281.42449658787,3008.67256604434,4,5024.8572644995,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"468",3.5,250999.999999995,2,2007,8,8,3914.59887969417,2731.6934433537,4,2991.25129761622,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"469",1.5,132499.999999998,2,2007,7,5,3137.19728786412,1908.4091446771,3,3905.23202346796,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"470",2.5,208900.000000009,2,2008,4,6,3822.55754326495,2575.19079591752,4,4765.03233104293,3,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"471",4,380000.000000012,1,2007,3,9,4592.73488650614,3458.54033956667,3,4848.42591672109,5,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"472",3,296999.999999989,1,2009,9,8,4050.30912138687,2792.27817575982,4,4351.31532510039,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"473",3,89471.0000000005,1,2007,3,4,3216.43604746852,2145.81345039331,1,3199.54559067222,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"474",1.66666666666667,325999.999999985,3,2011,3,9,4168.04981933268,2906.76489261528,4,5158.97315094763,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"475",1.25,374000.000000012,4,2011,8,9,4124.22761176562,2857.49998651376,4,4563.21515626575,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"476",0.6,155000.000000002,5,2009,6,7,3690.04403251076,2886.56927976639,3,1501.35197760217,4,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"477",3,163999.999999994,1,2011,5,6,3500.63914040018,2257.8544376936,4,2658.09408255347,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"478",0.2,132499.999999998,5,2007,3,5,3184.56364844732,1953.9492542625,3,3730.0797847545,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"479",4,147000.000000004,1,2009,7,5,3358.31737900211,2121.00935418704,1,4149.40973939365,4,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"480",0.75,156000.000000004,4,2007,6,5,3299.46466254585,2064.42290809937,3,4285.84120154986,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"481",1.25,175000.000000008,4,2007,2,5,3820.93286036121,2565.84051447513,3,4628.10147564712,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"482",0.5,160000.000000006,2,2011,5,5,4024.25853902701,3318.34969089443,3,4381.24965852583,3,4,"no",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"483",1,85999.9999999961,2,2009,5,4,2443.3648999309,1241.41903672991,3,530.09390785327,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101947.916666666
"484",0.5,115000.000000002,2,2008,6,5,2794.92107569175,2365.88964071608,2,1627.120313393,3,2,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101947.916666666
"485",3.5,133000.000000001,2,2011,8,6,3468.5841477177,2660.81933136525,3,4126.72550070441,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"486",1,172784.999999997,5,2011,5,6,3327.68831135185,2536.38410339938,3,5102.30307172341,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"487",0.5,155000.000000002,2,2008,6,5,3569.24282276258,2323.81998925573,2,3773.48992836231,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"488",0.666666666666667,91300.0000000037,3,2009,12,5,2189.63057293355,1768.39204271707,1,3152.14057860222,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"489",0,34899.9999999993,1,2009,11,4,2658.01827310662,1447.74786214536,1,3760.54212047615,3,2,"no",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"490",5,429999.99999998,1,2007,5,8,5063.80971214088,3767.84735192273,5,4698.99837100097,4,6,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"491",0.4,183999.999999996,5,2008,6,7,3753.43251181085,2881.47892362826,4,4048.4467214281,3,4,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"492",1,129999.999999998,1,2009,6,5,2983.37380257118,1790.90734681195,1,3740.70698577844,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"493",1,120000.000000002,5,2007,6,5,3038.06344354781,1813.09975067578,2,3672.67285755941,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"494",1,113000.000000003,1,2007,5,6,3095.21404093613,2260.395434768,2,950.97304581367,3,2,"yes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104897.727272726
"495",5,226699.999999995,1,2008,2,7,3628.94656098654,2836.64666426648,3,4190.59827746098,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"496",2,139999.999999994,1,2007,4,5,3497.9921521955,2255.30926134582,3,4059.20859873692,3,2,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"497",0.6,289000.000000009,5,2010,3,7,3992.43056936173,2865.24809829754,4,5105.33337087019,3,4,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"498",6,124500,1,2009,7,5,3794.71227225472,2996.09785493601,3,3688.54316348022,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"499",1,215000,3,2011,9,8,3661.58109964684,2956.93961959116,3,4139.95538274253,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"500",1.66666666666667,208300.000000008,3,2009,9,6,3503.28178036767,2260.395434768,3,3756.29064441514,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"501",0.666666666666667,161000,3,2008,10,7,3239.15495188176,2451.24103950741,3,4149.40973939365,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"502",3.5,124500,2,2009,7,5,3250.78140613863,2017.61504855987,3,4149.40973939365,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"503",2,164900.000000002,1,2009,6,5,3459.79153077344,2434.31633338902,3,4969.13839044737,4,2,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"504",1,202665.000000006,5,2011,3,7,3690.04403251076,2439.97849437361,3,3468.33879911796,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"505",4,129900.000000001,1,2011,7,5,2951.13411198219,1729.52667663055,3,4044.12544278691,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"506",1.25,133999.999999994,4,2007,6,6,3312.89550165989,2074.47609250055,2,4062.85427555716,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"507",0,96500.0000000022,1,2007,6,5,2783.60297726134,1589.17675247651,1,4343.34206681524,3,2,"no",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"508",3,402860.999999987,1,2009,9,10,4311.26101529064,3042.73524312922,5,4624.40011939839,5,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"509",1.75,157999.999999999,4,2009,8,6,3731.8159010917,3116.74075754183,3,4316.02653413237,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"510",1.75,265000.000000011,4,2009,7,7,4134.96130775633,3272.83267800186,3,4270.28395454804,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"511",0.75,210999.999999999,4,2007,5,6,3601.85709745171,2860.9483820814,5,4135.21112236758,3,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"512",1,233999.999999991,3,2009,6,7,4018.51827702759,3088.00810255413,2,4402.63935404562,4,2,"yes",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"513",1,106250.000000004,1,2008,8,4,2486.16556880159,2353.98599070699,3,4381.24965852583,3,4,"no",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"514",2,150000.000000001,1,2007,5,6,3537.24680546787,2293.05422698142,2,4586.6703081051,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"515",0.666666666666667,159000.000000005,3,2011,10,6,3649.57128859753,2742.88674257719,3,2865.45859985535,3,4,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"516",7,315749.999999988,1,2007,8,7,4208.58223186741,3308.06320934085,5,4553.38692311753,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"517",5,176000.000000002,1,2011,4,7,3559.71065946866,2320.16023145072,3,3663.5088429643,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"518",0.5,131999.999999999,4,2007,6,5,3066.02645883711,1839.98367321724,1,4791.10435073509,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"519",0.75,446260.999999988,4,2008,11,9,4365.85193238056,3498.97663838191,5,5021.04210153566,5,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"520",0.8,85999.9999999961,5,2007,7,4,2272.59448554833,1178.86133217441,3,4043.69279274242,3,2,"yes",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"521",5,200623.999999996,1,2007,3,6,4508.04655876382,3381.75103610618,5,6560.02548263023,4,6,"yes",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213681.737226277
"522",2.33333333333333,175000.000000008,3,2008,8,6,3822.01616458965,2591.67528597437,4,4268.74074412545,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"523",0.666666666666667,128000.000000006,3,2008,6,6,3164.31789018748,2433.18141080745,3,3274.50387154563,3,4,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"524",1,107500.000000005,1,2010,4,5,1766.66695282636,1661.87706936088,1,3583.1593264897,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"525",0.333333333333333,39300.0000000019,3,2007,1,1,310.97619850451,261.601189161155,1,2865.45859985535,2,2,"no",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"526",1.25,177999.999999996,4,2011,10,8,3280.62271936365,2491.1207034416,3,4034.58510705723,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"527",1.33333333333333,107500.000000005,3,2008,1,5,3521.65969876782,2416.05692542489,3,3527.71114051255,3,2,"yes",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"528",1.4,188000.000000002,5,2008,7,7,3610.52605378703,2797.67005184412,3,4005.68350732411,3,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"529",0.6,111250.000000001,5,2008,4,4,2951.13411198219,1729.52667663055,1,4705.65597150003,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"530",4,157999.999999999,1,2011,7,5,3346.71782108726,2183.62429511832,2,4513.91661786553,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"531",0.6,271999.999999991,5,2010,5,8,3932.89716287458,2683.19742522154,4,4491.64181320218,4,4,"yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198517.720512821
"532",0.6,315000.000000009,5,2009,3,9,4164.99019416663,2896.70003195946,4,4974.8087477847,5,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"533",4,247999.999999995,1,2007,6,8,3968.8809196387,3233.40038017624,3,4417.36768287248,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"534",2.5,213249.999999994,2,2009,6,7,4006.01032685096,2757.68629944991,4,4257.12794261155,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"535",3,133000.000000001,1,2007,6,7,2712.89080684868,1545.47131710201,3,2454.61813929915,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"536",1,179664.999999991,3,2011,9,7,3302.45899885652,2578.29504343917,5,5286.25881350397,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"537",1,229000.000000006,3,2011,2,7,4033.30560376253,3162.76546954349,3,4869.01831051173,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,191923.372093023
"538",0.5,209999.999999999,2,2007,5,6,3668.74418406853,2715.69637976271,2,3963.99930378002,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"539",2,129499.999999996,1,2007,4,5,2761.77205026019,1547.4849372568,3,3595.15113133651,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"540",0.4,124999.999999995,5,2008,6,5,2876.87292526038,1658.1347050929,3,3847.52655352129,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"541",0.4,263000,5,2009,11,7,3841.39192302569,3098.38387714848,3,4102.72730930971,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"542",0.4,112499.999999999,5,2008,6,5,3066.02645883711,1839.98367321724,1,3224.30349679417,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"543",7,255500.000000001,1,2009,7,8,4051.71800197768,2791.3777003951,3,4443.32159172225,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"544",1,108000.000000005,2,2009,5,4,2262.63342141006,2138.96320958929,3,3972.99022004625,3,4,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"545",6,283999.999999988,1,2008,8,7,3861.59405741998,3062.5163082693,5,4349.09347645086,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"546",1,113000.000000003,5,2011,8,5,3218.80121337134,2027.97593670921,1,3345.17038577889,3,2,"yes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126987.794117647
"547",3,140999.999999999,1,2011,5,5,3327.68831135185,2091.55961691949,3,5008.09449418487,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"548",0.2,108000.000000005,5,2011,9,4,3164.31789018748,2403.37742388962,2,4424.51244235152,3,2,"yes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101388.678571428
"549",1.75,175000.000000008,4,2008,8,7,3321.04837508916,2525.72657593929,4,5770.29207297675,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"550",1,121499.999999995,3,2010,5,5,3718.01211198402,2466.87215090334,3,4477.46080388844,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"551",1.5,170000,2,2011,4,5,3714.54257781719,2463.53589333236,3,4231.72936675692,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157755.829787233
"552",6,108000.000000005,1,2008,7,5,3179.72785306709,1949.29987609114,3,4878.951225597,3,2,"yes",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"553",4,185000.000000007,1,2008,7,6,3748.33897704866,2752.15303895155,3,5761.99466261238,3,4,"yes",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"554",1.4,268000.000000002,5,2011,7,7,4034.72944812612,3240.15493856789,5,4797.90063892866,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331835.284403672
"555",1,128000.000000006,1,2010,5,6,3514.46482037782,2727.00556678886,3,3487.37276044978,3,2,"no",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.432835822
"556",4,325000.000000008,1,2008,6,9,4142.96484027707,3374.97064860971,3,4452.48342693994,4,4,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,309745.587301588
"557",2.5,214000.000000002,2,2010,3,7,3865.81500236288,2618.09361547306,3,4263.13644316846,4,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"558",0.4,316599.999999984,5,2009,9,8,4143.8516687,3126.20096538142,3,4641.56065605474,4,2,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181841.174999999
"559",0.5,135960.000000006,4,2011,12,5,3091.80756699318,1864.77011136533,3,3536.68847490006,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"560",4,142599.999999995,1,2008,11,5,4065.73935789738,2801.25422685836,3,4761.42966230307,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"561",1,120000.000000002,5,2011,10,6,2951.13411198219,1729.52667663055,3,3618.91779086781,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"562",1.4,224499.99999999,5,2009,7,7,3569.24282276258,2768.69381619349,3,4770.12485169572,3,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243074.457142856
"563",2,170000,1,2007,12,7,3029.22437340686,2508.52037370465,3,4223.25565820626,3,4,"yes",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193941.862745098
"564",0.666666666666667,138999.999999996,3,2007,12,5,2703.15087769033,2115.44292059278,2,4325.79886924764,3,2,"yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"565",3,118499.999999997,1,2008,10,5,3224.30644828651,2257.8544376936,1,3905.23202346796,3,2,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"566",0.8,144999.999999998,5,2009,8,7,3437.25356005075,2558.52881130476,3,3317.83318188783,3,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142765.432835822
"567",0.666666666666667,164500.000000006,3,2011,5,5,3534.65941975779,2384.74704842646,3,4551.71624687832,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136902.412935323
"568",4,146000.000000004,1,2008,2,7,3250.00891790364,2466.87215090334,3,2221.11792994774,4,4,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231775.424528302
"569",0.5,131500.000000006,2,2008,11,5,3752.86735926035,2860.08700333909,3,4613.09210876903,3,4,"no",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
"570",1,181899.999999997,2,2007,6,6,3591.26731508195,2507.43860723584,2,4972.6505371319,3,2,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147744.311111111
"571",1.75,253292.999999988,4,2009,8,8,4334.26559607708,3059.48947723951,3,4700.8585721264,5,4,"yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306152.504807691
"572",0.4,118499.999999997,5,2007,5,6,2859.23771763764,1641.18115532002,3,4562.38415549588,3,2,"yes",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123526.718146718
"573",4,325000.000000008,1,2008,7,10,4305.65854841968,3533.93001727869,5,4820.48416170999,5,6,"yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124716.124590164
