age,education_num,marital_status,occupation,cap_gain,hours_per_week,score,value_flag
31,7,Divorced,Group 1,0,40,62.14,Low
42,11,Divorced,Group 1,0,32,61.11,Low
52,3,Married-spouse-absent,Group 3,0,40,55.96,Low
56,9,Widowed,Group 2,0,40,53.79,Low
53,9,Married-civ-spouse,Group 3,0,40,61.19,High
26,10,Married-civ-spouse,Group 3,0,50,55.86,High
81,10,Divorced,Group 2,0,20,64.9,Low
28,6,Never-married,Group NA,0,40,62.94,Low
57,10,Divorced,Group 5,0,48,52.81,High
34,9,Never-married,Group 2,0,40,61.65,Low
31,6,Married-civ-spouse,Group NA,0,40,61.8,Low
24,11,Never-married,Group 4,0,40,60.69,Low
20,9,Never-married,Group 1,0,40,58.32,Low
68,10,Divorced,Group 2,2346,40,60.03,Low
60,9,Separated,Group 3,0,32,66.96,Low
37,10,Married-civ-spouse,Group 3,0,40,62.47,Low
25,4,Never-married,Group 1,0,40,64.48,Low
36,9,Married-civ-spouse,Group 2,0,40,61.38,Low
45,12,Married-civ-spouse,Group 3,0,40,63.96,Low
34,10,Married-civ-spouse,Group 5,0,60,62.62,High
31,13,Separated,Group 5,0,70,62.74,Low
47,13,Married-civ-spouse,Group 2,0,60,57.83,Low
60,9,Married-civ-spouse,Group 3,0,42,61.83,High
75,13,Married-civ-spouse,Group 5,0,24,63.84,Low
43,10,Married-civ-spouse,Group 4,0,40,65.9,Low
18,9,Never-married,Group 1,0,40,55.29,Low
25,13,Never-married,Group 4,0,40,59.93,Low
20,9,Never-married,Group 2,0,40,57.54,Low
32,9,Never-married,Group 3,0,50,60.51,Low
57,13,Married-civ-spouse,Group 5,0,20,65.71,Low
43,10,Married-civ-spouse,Group 3,0,60,68.49,High
18,9,Never-married,Group 2,0,40,61.23,Low
41,13,Separated,Group 5,0,40,62.31,Low
48,9,Never-married,Group 2,0,40,57.98,Low
35,9,Married-civ-spouse,Group 3,5178,90,60.81,High
41,11,Married-civ-spouse,Group 5,0,40,52.47,Low
23,9,Never-married,Group 3,0,20,68.54,Low
32,13,Married-civ-spouse,Group 4,0,45,62.22,High
33,9,Never-married,Group 3,0,40,65.55,Low
58,9,Married-civ-spouse,Group 2,0,40,64.5,Low
22,10,Never-married,Group 3,0,65,52.77,Low
33,10,Divorced,Group 1,0,50,65.48,Low
42,15,Married-civ-spouse,Group 5,0,38,64.42,High
25,9,Never-married,Group 2,0,40,57.69,Low
39,9,Married-civ-spouse,Group 5,0,50,64.41,High
35,13,Married-civ-spouse,Group 3,0,45,58.28,High
50,10,Married-civ-spouse,Group 2,0,38,58.19,High
49,14,Married-civ-spouse,Group 5,0,50,62.57,High
25,13,Never-married,Group 5,0,40,59.06,Low
47,10,Divorced,Group 2,0,40,55.25,Low
46,10,Married-civ-spouse,Group 5,0,40,61.36,High
42,12,Divorced,Group 5,0,40,62.36,Low
37,7,Never-married,Group 3,0,60,63.79,High
25,13,Never-married,Group 3,0,40,58.26,Low
29,6,Married-civ-spouse,Group 3,5013,40,58.87,Low
26,10,Never-married,Group 3,0,45,60.75,Low
26,10,Never-married,Group NA,0,40,61.48,Low
45,13,Married-civ-spouse,Group 5,0,40,70.2,High
34,9,Separated,Group 5,0,30,55.85,Low
33,12,Never-married,Group 2,0,40,68.07,Low
43,13,Married-civ-spouse,Group 5,0,40,62.46,High
28,9,Married-civ-spouse,Group 3,0,45,60.69,Low
51,10,Married-civ-spouse,Group 2,0,75,58.91,Low
21,10,Never-married,Group 1,0,35,62.39,Low
23,12,Never-married,Group 1,0,35,53.82,Low
30,9,Never-married,Group 4,0,40,55.45,Low
46,14,Married-civ-spouse,Group 5,0,45,56.32,High
38,9,Never-married,Group 2,0,50,58.02,Low
20,9,Never-married,Group 3,0,40,58.65,Low
36,13,Married-civ-spouse,Group 5,0,50,68.05,High
37,15,Married-civ-spouse,Group 5,99999,50,57.53,High
44,14,Never-married,Group 5,0,42,59.35,Low
33,9,Married-civ-spouse,Group 3,0,40,58.84,High
45,13,Never-married,Group 5,0,40,58.53,Low
47,10,Married-civ-spouse,Group 3,0,40,60.13,Low
54,9,Married-civ-spouse,Group 3,0,40,63.3,High
17,6,Never-married,Group 1,0,30,57.34,Low
43,9,Married-civ-spouse,Group 5,0,36,60.24,High
45,13,Widowed,Group 5,10520,50,67.77,High
37,10,Never-married,Group 2,0,40,62.18,Low
44,11,Married-civ-spouse,Group 3,0,40,55.66,High
55,14,Widowed,Group 5,914,50,61.49,Low
41,9,Married-civ-spouse,Group 2,0,48,57.44,Low
23,13,Never-married,Group 2,2174,40,61.97,Low
38,10,Never-married,Group 2,0,40,55.25,Low
23,13,Never-married,Group 1,0,40,60.46,Low
35,9,Married-civ-spouse,Group 3,7298,40,60.73,High
18,7,Never-married,Group 5,0,20,59.29,Low
47,11,Married-civ-spouse,Group 1,0,40,56.24,Low
25,10,Never-married,Group 5,0,8,58.55,Low
41,9,Married-civ-spouse,Group 5,0,50,57.7,Low
23,10,Never-married,Group 2,0,24,55.32,Low
41,9,Married-civ-spouse,Group 2,0,40,60.03,Low
26,10,Married-civ-spouse,Group 5,2407,50,62.88,Low
30,10,Never-married,Group 2,0,40,64.12,Low
42,10,Married-civ-spouse,Group 3,0,40,65.22,High
35,9,Divorced,Group 5,0,40,61.73,Low
28,13,Never-married,Group NA,0,18,53.96,Low
29,10,Separated,Group 4,0,40,66.92,Low
21,10,Married-spouse-absent,Group 2,0,15,59.67,Low
48,14,Divorced,Group 5,0,40,59.44,High
44,9,Divorced,Group 3,0,60,59.49,Low
34,5,Never-married,Group 1,0,40,64.09,Low
19,9,Never-married,Group 1,0,25,58.14,Low
32,10,Divorced,Group 3,0,40,58.16,High
31,12,Separated,Group 1,0,40,65.9,Low
25,9,Married-civ-spouse,Group 1,2407,40,61.23,Low
47,9,Married-civ-spouse,Group 2,0,40,70.15,High
46,7,Widowed,Group 2,0,40,64.14,Low
18,8,Never-married,Group 2,0,40,57.52,Low
31,10,Married-civ-spouse,Group 2,0,20,61.72,Low
28,9,Married-civ-spouse,Group 2,0,40,58.4,Low
38,9,Married-civ-spouse,Group 2,0,48,59.99,High
33,9,Married-civ-spouse,Group 3,0,40,57,High
17,6,Never-married,Group NA,0,15,56.1,Low
41,11,Married-civ-spouse,Group 5,0,40,59.22,High
46,10,Married-civ-spouse,Group 3,15024,40,60.69,High
38,10,Married-civ-spouse,Group 5,0,44,55.85,Low
24,13,Never-married,Group 3,0,60,60.31,Low
49,9,Married-civ-spouse,Group 2,0,40,58.74,High
60,10,Divorced,Group 5,0,40,56.86,Low
44,13,Married-civ-spouse,Group 3,0,60,67.55,High
63,11,Married-civ-spouse,Group 5,0,40,60.94,High
40,9,Married-civ-spouse,Group 3,0,60,67.46,High
45,10,Married-civ-spouse,Group 5,0,50,68.24,High
49,10,Married-civ-spouse,Group 2,0,50,58.78,High
36,9,Divorced,Group 3,0,40,63.26,Low
65,9,Married-civ-spouse,Group 1,0,8,57.39,Low
41,13,Widowed,Group 5,0,20,60.35,Low
25,14,Separated,Group 1,0,40,69.23,Low
20,10,Never-married,Group NA,0,35,67.3,Low
60,11,Widowed,Group 2,0,40,64.35,Low
17,7,Never-married,Group 5,0,20,61.3,Low
28,12,Married-civ-spouse,Group 5,0,16,57.8,High
31,12,Never-married,Group 3,0,50,52.8,Low
47,14,Never-married,Group 5,0,35,58.77,Low
45,10,Married-civ-spouse,Group 3,0,45,54.34,Low
51,13,Never-married,Group 5,0,40,58.68,Low
23,9,Never-married,Group 2,0,40,56.84,Low
44,14,Married-civ-spouse,Group 5,0,60,60.6,High
34,9,Never-married,Group 5,0,50,65.17,Low
19,10,Never-married,Group 5,0,10,60.46,Low
51,9,Married-civ-spouse,Group NA,0,40,56.95,High
46,9,Married-civ-spouse,Group 3,0,40,62.04,Low
30,16,Married-civ-spouse,Group 5,0,40,52.23,High
37,6,Married-civ-spouse,Group 2,0,35,61.86,Low
56,15,Married-civ-spouse,Group 5,0,45,63.65,High
29,9,Married-civ-spouse,Group 2,0,45,60.3,Low
46,14,Married-civ-spouse,Group 3,0,50,63.03,High
55,9,Married-civ-spouse,Group 3,0,40,59.7,Low
45,13,Divorced,Group 3,8614,48,58.28,High
34,9,Married-spouse-absent,Group 1,0,40,59.76,Low
45,5,Separated,Group NA,0,40,59.2,Low
41,13,Never-married,Group 2,0,40,62.79,Low
22,10,Never-married,Group NA,0,20,68.23,Low
34,15,Married-civ-spouse,Group 5,0,50,51.62,High
27,9,Never-married,Group 3,0,40,64.82,Low
29,10,Never-married,Group 1,0,37,59.57,Low
19,8,Never-married,Group 1,0,30,58.98,Low
47,13,Married-civ-spouse,Group 5,0,40,61.07,Low
43,10,Married-civ-spouse,Group 5,0,50,53.9,High
52,11,Separated,Group 5,0,60,60.17,Low
33,12,Divorced,Group 3,0,60,58.39,Low
29,5,Married-civ-spouse,Group 3,0,40,57.08,Low
23,9,Married-civ-spouse,Group 1,0,40,61.94,Low
23,10,Never-married,Group 5,0,40,52.3,Low
39,13,Married-civ-spouse,Group 5,0,60,57.75,Low
43,3,Never-married,Group 2,0,40,61.2,Low
31,9,Married-civ-spouse,Group 3,0,40,63.37,High
47,9,Married-civ-spouse,Group 3,0,40,62.68,High
26,9,Never-married,Group 2,0,60,64.41,Low
58,10,Never-married,Group 5,0,55,56.32,Low
47,15,Divorced,Group 5,27828,50,63.41,High
55,13,Never-married,Group 4,0,38,57.13,Low
26,9,Married-civ-spouse,Group 5,5013,40,60.87,Low
28,9,Never-married,Group 2,0,40,65.4,Low
36,9,Married-civ-spouse,Group 3,0,40,64.5,Low
40,9,Married-civ-spouse,Group 3,0,50,66.14,Low
19,7,Never-married,Group 1,0,40,59.11,Low
63,13,Married-civ-spouse,Group 3,10605,40,60.18,High
42,13,Married-civ-spouse,Group 3,0,40,62.4,Low
76,5,Married-civ-spouse,Group 4,0,13,58.03,Low
23,11,Never-married,Group 4,0,40,64.61,Low
38,3,Never-married,Group 3,0,40,67.19,Low
33,14,Never-married,Group 5,0,30,63.79,Low
48,14,Married-civ-spouse,Group 5,0,40,58.57,High
56,10,Divorced,Group 3,0,40,52.8,High
32,9,Married-civ-spouse,Group 2,0,40,63.85,Low
44,10,Divorced,Group 5,0,25,60.67,Low
27,9,Divorced,Group 2,0,40,55.08,Low
33,10,Never-married,Group 5,0,50,65.91,Low
22,3,Never-married,Group 1,0,40,60.93,Low
18,10,Never-married,Group NA,0,20,57.73,Low
44,9,Married-civ-spouse,Group 3,0,40,58.96,Low
42,9,Married-civ-spouse,Group 3,0,60,59.38,Low
34,10,Never-married,Group 2,0,40,60.07,Low
45,9,Married-civ-spouse,Group 2,0,40,58.83,Low
57,9,Married-civ-spouse,Group 3,0,40,61.82,Low
59,13,Married-civ-spouse,Group 5,0,40,63.61,High
33,10,Married-civ-spouse,Group 5,0,40,59.68,High
52,9,Married-civ-spouse,Group 2,0,49,61.51,Low
17,8,Never-married,Group 3,0,15,61.27,Low
29,9,Never-married,Group 1,0,30,59.28,Low
63,13,Married-civ-spouse,Group 3,0,30,63.11,High
20,10,Never-married,Group 1,0,24,61.11,Low
42,15,Married-civ-spouse,Group 5,0,50,61.52,High
50,9,Married-civ-spouse,Group 2,0,50,57.54,Low
55,9,Married-civ-spouse,Group 1,0,30,61.57,Low
27,12,Married-civ-spouse,Group 2,0,25,61.6,Low
28,13,Married-civ-spouse,Group 5,0,45,62.78,Low
55,11,Married-civ-spouse,Group 2,0,45,58.35,Low
44,10,Married-civ-spouse,Group 3,0,40,53.49,Low
53,10,Never-married,Group 4,0,40,62.79,Low
23,9,Married-civ-spouse,Group 3,0,40,66.82,Low
25,9,Divorced,Group 2,0,40,59.8,Low
44,13,Divorced,Group 5,0,40,59.51,Low
55,14,Married-civ-spouse,Group 5,0,40,66.52,High
48,10,Married-civ-spouse,Group 5,0,35,62.38,High
46,9,Married-civ-spouse,Group 3,0,40,63.12,Low
26,10,Never-married,Group 3,0,40,62.08,Low
30,4,Separated,Group 2,0,45,54.56,Low
32,14,Married-civ-spouse,Group 5,0,40,55.86,High
52,9,Married-civ-spouse,Group 5,0,48,53.22,Low
52,9,Married-civ-spouse,Group 3,7298,50,61.09,High
39,9,Separated,Group 3,0,47,66.31,Low
57,13,Married-civ-spouse,Group 5,0,40,62.94,High
21,9,Never-married,Group 3,594,40,59.28,Low
22,10,Never-married,Group 1,0,10,60.04,Low
26,10,Married-civ-spouse,Group 2,0,40,52.48,Low
26,10,Married-civ-spouse,Group 1,0,40,67.65,Low
44,11,Married-civ-spouse,Group 5,0,40,67.87,High
42,10,Divorced,Group 2,0,30,56.95,Low
40,10,Married-civ-spouse,Group 3,0,43,50.41,Low
22,7,Never-married,Group 3,0,45,59.36,Low
62,9,Married-civ-spouse,Group 3,0,45,53.92,High
44,10,Married-civ-spouse,Group 3,0,40,58.29,Low
18,10,Never-married,Group NA,0,40,66.38,Low
33,2,Married-spouse-absent,Group 3,0,40,65.62,Low
45,9,Married-civ-spouse,Group 5,0,50,56.81,Low
18,7,Married-civ-spouse,Group 1,0,40,60.93,Low
32,10,Never-married,Group 3,0,40,64.41,Low
33,16,Never-married,Group 5,0,60,57.95,High
20,10,Never-married,Group 5,0,15,64.22,Low
68,9,Married-civ-spouse,Group 2,0,20,54.81,Low
61,4,Married-civ-spouse,Group 3,0,50,63.98,High
48,16,Married-civ-spouse,Group 5,0,40,61.33,High
45,9,Married-civ-spouse,Group 3,0,40,64.21,Low
36,9,Married-civ-spouse,Group 3,7688,40,59.38,High
32,9,Never-married,Group 1,0,32,61.16,Low
35,13,Divorced,Group 1,0,40,55.52,Low
39,9,Married-civ-spouse,Group 3,0,40,56.8,Low
53,4,Married-civ-spouse,Group 2,0,40,62.92,Low
30,10,Separated,Group 3,0,16,59.02,Low
37,9,Never-married,Group 3,0,40,62.46,Low
40,13,Divorced,Group 4,0,45,61.82,Low
25,10,Never-married,Group 2,0,40,62.69,Low
41,9,Never-married,Group 3,0,60,51.87,Low
52,9,Married-civ-spouse,Group 2,0,98,68.45,High
33,9,Married-civ-spouse,Group 3,0,40,56.3,Low
28,9,Never-married,Group 3,0,40,65.65,Low
25,9,Married-civ-spouse,Group 3,7298,40,62.93,High
53,10,Married-civ-spouse,Group 3,0,55,60.31,Low
44,2,Never-married,Group 1,0,10,66.62,Low
35,9,Divorced,Group 5,0,40,66.01,Low
38,10,Divorced,Group 3,0,58,58.07,Low
34,9,Married-civ-spouse,Group 2,0,40,61.94,Low
33,9,Divorced,Group 2,0,40,58.95,Low
24,10,Married-civ-spouse,Group 2,0,45,53.52,Low
65,9,Widowed,Group 1,0,25,55.7,Low
29,12,Married-civ-spouse,Group 3,0,60,62.26,Low
39,15,Married-civ-spouse,Group 5,99999,65,61.32,High
46,10,Married-civ-spouse,Group 4,0,40,60.56,High
37,4,Married-civ-spouse,Group 2,2580,60,64.64,Low
47,14,Married-civ-spouse,Group 5,0,47,54.32,High
62,10,Married-civ-spouse,Group 1,0,40,53.87,Low
54,9,Married-civ-spouse,Group 3,0,60,68.67,Low
90,10,Never-married,Group 1,0,35,60.4,Low
33,12,Married-spouse-absent,Group 3,0,20,60.36,Low
57,10,Married-civ-spouse,Group 5,0,45,57.56,Low
25,12,Never-married,Group 3,0,40,56.71,Low
44,10,Married-civ-spouse,Group 3,0,50,58.63,High
52,13,Married-spouse-absent,Group 1,0,50,60.28,Low
21,10,Never-married,Group 2,0,40,55.55,Low
31,9,Never-married,Group 1,0,18,54.9,Low
39,14,Married-civ-spouse,Group 3,0,40,61.35,Low
59,9,Widowed,Group 2,0,40,66,Low
29,9,Married-civ-spouse,Group 5,0,55,59.51,Low
49,4,Never-married,Group 5,0,45,57.16,Low
34,5,Married-civ-spouse,Group 3,0,40,59.8,Low
22,13,Never-married,Group 3,0,40,61.69,Low
32,13,Married-civ-spouse,Group 3,0,40,55.88,Low
39,9,Divorced,Group 1,0,40,62.81,Low
46,14,Married-civ-spouse,Group 5,0,60,57.66,Low
50,9,Married-civ-spouse,Group 3,3103,40,57.68,High
34,9,Never-married,Group 1,0,40,59.02,Low
28,14,Married-civ-spouse,Group 5,0,55,54.34,Low
18,8,Never-married,Group 3,0,24,62.53,Low
20,9,Never-married,Group 3,0,30,58.42,Low
20,9,Never-married,Group 2,0,40,64.58,Low
55,11,Widowed,Group 5,0,38,61.57,Low
22,10,Never-married,Group 3,0,40,58.98,Low
60,14,Married-civ-spouse,Group 5,0,40,63.17,Low
40,6,Divorced,Group 3,0,50,59.54,Low
47,10,Married-civ-spouse,Group 2,0,30,55.14,Low
23,13,Never-married,Group 5,0,35,61.17,Low
57,9,Widowed,Group 3,0,40,65.78,Low
52,7,Married-civ-spouse,Group 1,0,40,61.21,Low
42,4,Widowed,Group 3,0,40,61.15,Low
25,12,Never-married,Group 1,0,20,60.03,Low
49,9,Married-civ-spouse,Group 2,0,40,59.89,High
41,10,Never-married,Group 4,0,40,61.19,Low
40,11,Married-civ-spouse,Group 1,0,30,68.05,Low
38,13,Married-civ-spouse,Group 5,0,55,62.59,High
58,9,Never-married,Group 3,0,40,58.95,Low
26,13,Never-married,Group 1,0,35,59.06,Low
57,6,Divorced,Group 2,0,70,68.45,Low
28,9,Married-civ-spouse,Group 3,0,60,64.91,Low
42,9,Separated,Group 3,0,40,58.43,Low
28,10,Never-married,Group 5,2174,55,61.39,Low
17,5,Never-married,Group NA,0,40,58.19,Low
39,5,Married-civ-spouse,Group 3,0,40,62.94,Low
28,9,Married-civ-spouse,Group 2,0,40,60.26,Low
42,9,Married-civ-spouse,Group 2,4386,48,60.73,High
51,10,Divorced,Group 3,0,50,59.81,Low
27,10,Never-married,Group 2,0,39,59.24,Low
41,9,Divorced,Group 2,0,43,59.24,Low
28,13,Married-civ-spouse,Group 3,0,40,59.15,Low
54,10,Divorced,Group 2,10520,30,55.21,High
73,9,Widowed,Group NA,0,8,56.87,Low
49,9,Married-civ-spouse,Group 2,0,30,65.5,Low
47,14,Married-civ-spouse,Group 5,0,40,57.93,High
27,10,Married-civ-spouse,Group 3,0,49,58.49,Low
42,13,Married-civ-spouse,Group 5,0,45,65.28,High
32,9,Married-civ-spouse,Group 2,0,40,64.14,Low
32,9,Married-civ-spouse,Group 1,0,41,64.58,Low
27,14,Never-married,Group 3,0,40,70.2,Low
29,9,Married-civ-spouse,Group 3,0,40,61.06,High
22,11,Never-married,Group 5,0,30,61.02,Low
41,9,Married-civ-spouse,Group 2,5178,40,58.28,High
49,10,Married-civ-spouse,Group 1,7298,40,60.21,High
58,9,Married-civ-spouse,Group 2,0,50,60.11,Low
41,9,Married-civ-spouse,Group 2,7688,40,59.85,High
26,5,Married-civ-spouse,Group 3,0,35,60.07,Low
21,9,Never-married,Group 3,0,55,58.6,Low
32,9,Married-civ-spouse,Group NA,0,2,53.29,High
37,13,Married-civ-spouse,Group 5,0,50,63.84,High
23,13,Never-married,Group 3,0,20,61.57,Low
42,10,Married-civ-spouse,Group 5,0,40,58.23,High
25,9,Married-civ-spouse,Group 3,0,26,61.63,High
67,10,Divorced,Group 2,0,40,49.98,Low
41,9,Divorced,Group 3,0,38,56.92,Low
49,14,Married-civ-spouse,Group 5,0,50,56.36,High
36,13,Divorced,Group 5,1506,45,57.56,Low
18,7,Never-married,Group 3,0,35,64.35,Low
25,3,Married-civ-spouse,Group 1,0,40,54.27,Low
43,15,Divorced,Group 5,0,50,59.6,Low
38,16,Married-civ-spouse,Group 5,99999,36,57.33,High
21,10,Never-married,Group 3,0,20,61.62,Low
65,13,Married-civ-spouse,Group 3,0,15,67.96,Low
66,11,Widowed,Group 5,0,35,55.44,Low
33,7,Never-married,Group 3,0,60,55.23,Low
51,9,Married-civ-spouse,Group 2,3411,38,60.26,Low
27,9,Married-civ-spouse,Group 3,0,40,68.76,Low
17,8,Never-married,Group 1,0,16,62.37,Low
32,13,Married-civ-spouse,Group 5,15024,45,57.31,High
61,9,Widowed,Group NA,0,36,57.99,Low
38,9,Married-civ-spouse,Group 2,0,40,61.35,High
43,10,Divorced,Group 2,0,40,59.38,Low
40,16,Married-civ-spouse,Group 5,0,40,63.28,High
63,13,Married-civ-spouse,Group 3,0,35,58.82,Low
76,10,Married-civ-spouse,Group NA,0,20,69.57,High
42,12,Divorced,Group 2,0,40,59.86,Low
43,13,Never-married,Group 5,0,40,63.68,High
76,14,Married-civ-spouse,Group 5,0,30,65.86,High
41,15,Married-civ-spouse,Group 5,0,45,67.02,High
17,6,Never-married,Group 5,0,20,63.78,Low
30,9,Never-married,Group 3,0,40,65.41,Low
30,13,Never-married,Group 5,0,50,57.24,Low
22,10,Never-married,Group 1,0,25,65.61,Low
53,13,Divorced,Group NA,0,20,52.72,Low
28,9,Never-married,Group 1,0,52,58.23,Low
25,11,Never-married,Group NA,3418,40,65.59,Low
24,10,Never-married,Group 3,0,40,63.64,Low
47,6,Married-civ-spouse,Group 2,0,40,59.47,High
34,11,Never-married,Group 2,0,50,61.67,Low
26,10,Never-married,Group 3,0,20,59.39,Low
63,13,Widowed,Group NA,0,56,63.31,Low
25,11,Married-civ-spouse,Group 5,0,75,62.3,Low
28,13,Never-married,Group 3,0,45,62.46,Low
36,9,Never-married,Group 3,0,40,54.66,Low
24,13,Never-married,Group 5,0,40,65.69,Low
51,13,Married-civ-spouse,Group 5,0,35,63.79,Low
44,13,Married-civ-spouse,Group 5,0,50,62.17,High
18,8,Never-married,Group 2,0,12,54.56,Low
54,10,Married-civ-spouse,Group 5,0,40,59.6,High
61,10,Divorced,Group 2,0,40,62.52,Low
51,13,Married-civ-spouse,Group 5,0,45,69.55,High
43,4,Married-civ-spouse,Group 2,0,40,50.27,Low
51,9,Married-civ-spouse,Group 3,0,40,55.3,Low
50,9,Married-civ-spouse,Group 5,0,40,65.58,High
27,9,Never-married,Group NA,0,25,55.73,Low
24,10,Married-civ-spouse,Group 1,0,30,63.25,Low
20,10,Married-civ-spouse,Group 1,0,20,56.95,Low
52,13,Divorced,Group 5,0,40,61.13,High
57,4,Divorced,Group 1,0,40,64.16,Low
49,10,Married-civ-spouse,Group 3,0,60,62.99,Low
42,13,Married-civ-spouse,Group 2,0,35,62.49,Low
22,7,Never-married,Group 3,0,40,63.47,Low
38,10,Married-civ-spouse,Group 4,0,40,66.06,High
21,10,Never-married,Group 3,0,20,61.59,Low
39,13,Married-civ-spouse,Group 4,0,60,60.2,High
52,10,Never-married,Group 5,0,35,60.17,Low
25,12,Never-married,Group 4,0,40,63.97,Low
50,10,Married-spouse-absent,Group 1,0,40,58.45,Low
35,10,Married-civ-spouse,Group 5,0,80,63.22,Low
50,11,Separated,Group 5,0,40,56.45,Low
58,9,Married-civ-spouse,Group 3,0,25,65.22,Low
48,13,Divorced,Group 5,0,45,62.8,Low
30,10,Divorced,Group 2,0,35,58.57,Low
18,7,Never-married,Group 1,0,12,62.22,Low
29,9,Married-civ-spouse,Group 3,0,40,64.25,Low
52,10,Married-civ-spouse,Group 3,0,45,62.26,Low
63,9,Married-civ-spouse,Group 3,4064,40,59.06,Low
36,14,Married-civ-spouse,Group 5,0,40,57.73,High
24,10,Never-married,Group 2,0,42,65.8,Low
30,12,Never-married,Group 4,0,40,60.52,Low
23,9,Married-civ-spouse,Group 2,0,40,60.77,Low
35,9,Divorced,Group NA,0,20,54.58,Low
21,13,Never-married,Group 1,0,20,51.26,Low
28,10,Never-married,Group 3,0,43,61.82,Low
20,9,Never-married,Group 2,0,40,58.04,Low
18,7,Never-married,Group 1,0,20,64.32,Low
21,10,Never-married,Group 2,0,15,63.86,Low
27,9,Never-married,Group 3,0,40,54.84,Low
42,10,Divorced,Group 4,0,40,67.91,Low
21,10,Never-married,Group 1,0,30,50.71,Low
51,10,Married-civ-spouse,Group 3,0,40,59.83,High
27,13,Never-married,Group 2,0,40,66.37,Low
23,9,Never-married,Group 3,0,40,56.5,Low
57,10,Married-civ-spouse,Group 3,0,40,58.16,High
22,13,Never-married,Group 5,0,12,59.47,Low
59,5,Married-civ-spouse,Group 3,0,60,65.83,High
38,9,Divorced,Group 3,0,40,51.13,Low
20,9,Never-married,Group 3,0,40,60.74,Low
90,5,Never-married,Group 2,0,40,58.29,Low
35,11,Married-civ-spouse,Group 3,0,40,57.38,Low
50,9,Married-civ-spouse,Group 4,0,38,62.84,High
45,16,Married-civ-spouse,Group 5,0,50,58.83,High
44,14,Married-civ-spouse,Group 5,0,50,63.96,High
23,12,Never-married,Group 5,0,40,61.97,Low
34,7,Married-civ-spouse,Group 1,0,40,56.84,Low
23,13,Divorced,Group 3,0,43,52.98,Low
39,10,Married-civ-spouse,Group 4,0,40,61,Low
19,10,Never-married,Group 1,0,55,58.32,Low
54,10,Married-civ-spouse,Group 5,0,40,57.59,High
40,14,Divorced,Group 5,0,43,57.67,Low
44,10,Never-married,Group 3,0,50,54.3,Low
31,10,Married-civ-spouse,Group 2,0,20,58.93,High
25,5,Separated,Group 1,0,40,60.18,Low
33,13,Married-civ-spouse,Group 5,0,32,59.78,High
32,9,Never-married,Group 3,0,60,60.46,Low
36,6,Married-civ-spouse,Group 2,0,40,62.61,Low
47,10,Married-civ-spouse,Group 5,0,55,55.4,High
80,14,Widowed,Group 5,0,10,58.77,Low
21,10,Never-married,Group 3,0,8,62.21,Low
35,10,Married-civ-spouse,Group 2,0,60,58.72,Low
77,14,Divorced,Group NA,0,45,60.99,Low
30,9,Married-civ-spouse,Group 3,5013,40,58.37,Low
35,9,Married-civ-spouse,Group NA,0,40,58.9,Low
49,4,Married-civ-spouse,Group 1,0,40,63.84,Low
33,9,Married-civ-spouse,Group 2,0,25,57.46,Low
53,10,Married-civ-spouse,Group 2,0,45,53.38,Low
41,9,Divorced,Group 1,0,55,69.45,Low
