pedestrians,weather,temperature,precipitation,hour,weekday,temp_forecast
2236,clear-day,67,0,19,Saturday,67.11764706
695,clear-day,72,0,9,Thursday,75.82352941
267,clear-day,62,0,7,Friday,71
434,rain,40,0.0589,11,Sunday,30
13,cloudy,45,0.0026,22,Sunday,46.94117647
34,clear-night,68,0,22,Friday,68.11764706
17,rain,59,0.0953,21,Friday,56.76470588
2373,clear-day,53,0,12,Friday,50.41176471
1048,cloudy,58,5.00E-04,13,Tuesday,57.29411765
91,clear-night,34,0,6,Saturday,36.11764706
20,clear-night,52,0,22,Friday,59.64705882
2238,clear-day,78,0,15,Friday,68.82352941
3063,partly-cloudy-day,79,0,18,Saturday,75.11764706
693,cloudy,65,0,14,Wednesday,61.52941176
3426,partly-cloudy-day,73,0,16,Saturday,66.58823529
1249,partly-cloudy-day,48,0,18,Friday,44.47058824
737,partly-cloudy-day,32,0,13,Thursday,31.76470588
228,partly-cloudy-night,38,0,7,Tuesday,52.05882353
288,clear-day,30,0,8,Friday,35.70588235
399,clear-day,77,0,8,Friday,82.82352941
29,cloudy,53,0,22,Thursday,55.17647059
1629,cloudy,77,0,15,Tuesday,75.76470588
12,rain,45,0.0269,22,Tuesday,53.70588235
125,rain,56,0.0992,14,Thursday,49.29411765
23,snow,33,0.022,17,Monday,33.52941176
2081,partly-cloudy-day,72,0,14,Monday,67.88235294
1731,partly-cloudy-day,61,0,17,Tuesday,55.35294118
1572,partly-cloudy-day,77,0,20,Saturday,74.05882353
851,clear-day,28,0,12,Friday,25.70588235
32,partly-cloudy-night,74,0,22,Friday,77.47058824
677,partly-cloudy-night,77,0,20,Saturday,79
1687,clear-day,43,0,13,Monday,40.05882353
641,partly-cloudy-day,66,0,9,Thursday,69.17647059
3075,partly-cloudy-day,60,0,12,Sunday,59.05882353
276,partly-cloudy-night,37,0,18,Friday,33.05882353
1918,partly-cloudy-day,79,0,18,Friday,74.70588235
248,partly-cloudy-night,41,0,7,Saturday,46.23529412
303,clear-day,56,0,7,Saturday,68.41176471
3370,partly-cloudy-day,75,0,15,Saturday,70.76470588
3053,partly-cloudy-day,77,0,12,Saturday,74.52941176
11,clear-night,41,0,19,Sunday,38
2,clear-night,28,0,21,Tuesday,31.52941176
98,rain,35,0.0023,7,Monday,33.52941176
1825,cloudy,61,0.0093,12,Saturday,59.11764706
1910,clear-day,82,0,16,Monday,77.05882353
419,partly-cloudy-night,39,0,17,Thursday,40.17647059
51,partly-cloudy-night,42,0,18,Sunday,43.11764706
120,clear-night,51,0,6,Monday,59
2368,clear-day,76,0,18,Saturday,74.05882353
58,clear-night,42,0,17,Saturday,40.47058824
21,clear-night,54,0,18,Monday,53.11764706
2368,partly-cloudy-day,79,0,17,Friday,74.94117647
525,cloudy,33,0,15,Tuesday,36.94117647
863,cloudy,73,0,19,Saturday,70.76470588
483,cloudy,30,0,9,Sunday,33.23529412
2712,partly-cloudy-day,41,0,11,Sunday,40.70588235
34,cloudy,69,0.002,21,Tuesday,70.17647059
1293,cloudy,35,0.001,13,Wednesday,34.70588235
28,clear-night,32,0,20,Tuesday,33
575,cloudy,48,0,9,Friday,56.76470588
218,rain,59,0.0646,9,Sunday,61.47058824
1495,clear-day,73,0,19,Wednesday,68.88235294
97,partly-cloudy-night,84,0,21,Tuesday,83.47058824
1088,cloudy,55,0,18,Thursday,55.70588235
259,cloudy,55,0,7,Tuesday,58.17647059
1716,partly-cloudy-day,48,0,10,Friday,49.47058824
406,partly-cloudy-day,53,0,8,Sunday,59.05882353
59,partly-cloudy-night,51,0,21,Wednesday,54.58823529
19,clear-night,22,0,6,Saturday,29.23529412
365,partly-cloudy-day,37,0,8,Friday,43.23529412
87,cloudy,45,0,6,Tuesday,48.58823529
430,cloudy,34,0,9,Monday,34.47058824
827,cloudy,42,0,15,Wednesday,40.11764706
309,clear-night,72,0,19,Wednesday,70
1372,partly-cloudy-day,56,0,12,Tuesday,52.05882353
17,partly-cloudy-night,24,0,19,Wednesday,23.05882353
398,partly-cloudy-day,40,0,9,Wednesday,42.94117647
960,cloudy,50,0,18,Sunday,50.70588235
970,partly-cloudy-day,71,0,19,Monday,71.05882353
316,partly-cloudy-day,50,0,8,Thursday,51.35294118
1386,cloudy,51,0,12,Sunday,50.70588235
1507,partly-cloudy-day,80,0,13,Thursday,69.70588235
589,clear-night,53,0,18,Friday,50.41176471
1700,clear-day,54,0,15,Wednesday,49.76470588
837,clear-day,64,0,9,Saturday,67.11764706
3303,partly-cloudy-day,70,0,17,Saturday,63.52941176
1454,rain,73,0.0463,19,Sunday,76.29411765
1779,partly-cloudy-day,66,0,17,Wednesday,62.58823529
158,partly-cloudy-day,71,0,6,Thursday,78.70588235
2750,partly-cloudy-day,85,0,17,Sunday,79.94117647
1720,partly-cloudy-day,84,0,13,Monday,79.64705882
403,clear-night,31,0,17,Monday,26.82352941
1703,partly-cloudy-day,61,0,16,Tuesday,55.35294118
2166,partly-cloudy-day,52,0,16,Sunday,47.94117647
1970,partly-cloudy-day,86,0,17,Tuesday,80.58823529
101,partly-cloudy-night,35,0,7,Saturday,42.41176471
2260,partly-cloudy-day,76,0,12,Friday,74.94117647
1720,partly-cloudy-day,51,0,16,Wednesday,44.47058824
2190,clear-day,39,0,14,Saturday,35.29411765
1895,partly-cloudy-day,76,0,12,Monday,71.76470588
19,clear-night,67,0,22,Tuesday,66.58823529
540,clear-day,28,0,17,Monday,26.64705882
2259,clear-day,73,0,13,Tuesday,72.23529412
1718,clear-day,87,0,17,Tuesday,80.94117647
809,clear-day,89,0,14,Monday,81.11764706
1242,partly-cloudy-day,44,0,16,Thursday,38.05882353
207,clear-night,35,0,7,Tuesday,38.88235294
1633,partly-cloudy-day,39,0.003,17,Saturday,35.88235294
2508,partly-cloudy-day,57,0,12,Friday,53.05882353
2927,clear-day,71,0,12,Saturday,68.41176471
208,clear-day,57,0,6,Wednesday,68.17647059
1848,clear-day,78,0,19,Thursday,75.82352941
508,clear-day,43,0,19,Sunday,39.52941176
191,clear-day,73,0,7,Sunday,78.47058824
2771,clear-day,47,0,16,Saturday,40.35294118
2256,clear-day,43,0,14,Sunday,38
154,cloudy,33,0,7,Friday,34.35294118
1371,partly-cloudy-day,47,0,16,Tuesday,44.52941176
2912,partly-cloudy-day,73,0,17,Friday,67.58823529
80,clear-night,49,0,17,Thursday,46.76470588
191,partly-cloudy-night,28,0,18,Tuesday,23.29411765
1307,clear-day,57,0,14,Monday,46.05882353
331,clear-day,46,0,8,Monday,53.11764706
1559,clear-day,81,0,11,Monday,77.05882353
2667,partly-cloudy-day,78,0,13,Sunday,74.58823529
6,clear-night,33,0,20,Saturday,35
514,clear-day,45,0,19,Monday,40.88235294
306,clear-day,74,0,7,Tuesday,81.23529412
1193,partly-cloudy-day,69,0,18,Tuesday,66.41176471
23,clear-night,83,0,22,Monday,84.88235294
91,cloudy,35,0.0073,7,Monday,35.94117647
3555,partly-cloudy-day,66,0,17,Saturday,60.64705882
1408,partly-cloudy-day,91,0,18,Wednesday,85.41176471
1240,partly-cloudy-day,81,0,10,Wednesday,81.35294118
256,clear-day,65,0,7,Tuesday,66.41176471
1417,clear-day,42,0,12,Monday,40.05882353
1745,partly-cloudy-day,47,0,11,Saturday,46.47058824
7,clear-night,42,0,21,Monday,40.88235294
2490,clear-day,38,0,12,Saturday,35.29411765
80,clear-night,76,0,22,Thursday,78.58823529
475,clear-day,67,0,8,Tuesday,71
2281,partly-cloudy-day,81,0,11,Saturday,79.17647059
2406,partly-cloudy-day,80,0,17,Monday,76
354,partly-cloudy-day,11,0,13,Monday,9.235294118
223,cloudy,37,0,8,Monday,39.17647059
70,clear-night,22,0,6,Wednesday,28.82352941
577,cloudy,30,0,10,Wednesday,29.11764706
20,clear-night,77,0,22,Tuesday,81.23529412
1545,cloudy,73,0,12,Tuesday,71.88235294
1618,cloudy,55,0,13,Wednesday,52.70588235
22,cloudy,34,0.0194,19,Tuesday,30.58823529
1414,clear-day,90,0,12,Wednesday,85.41176471
593,cloudy,18,0,13,Friday,16.35294118
2945,partly-cloudy-day,74,0,18,Saturday,70.76470588
1868,partly-cloudy-day,77,0,17,Monday,66.11764706
972,partly-cloudy-day,63,0,14,Thursday,61.70588235
385,cloudy,31,0,10,Tuesday,34.88235294
1698,partly-cloudy-day,74,0,18,Tuesday,71
214,clear-night,33,0,19,Tuesday,31
1270,clear-day,36,0,15,Thursday,33
1909,partly-cloudy-day,77,0,16,Monday,66.11764706
825,clear-day,55,0,9,Sunday,57.05882353
1472,partly-cloudy-day,81,0,19,Thursday,78.70588235
76,clear-night,47,0,18,Monday,46.41176471
70,partly-cloudy-night,60,0,20,Sunday,61.76470588
289,partly-cloudy-day,65,0,7,Wednesday,74.35294118
74,rain,51,0.0543,17,Monday,49
589,clear-day,36,0,9,Saturday,37.35294118
2387,clear-day,55,0,18,Saturday,53
2073,partly-cloudy-day,72,0,17,Tuesday,68.41176471
303,sleet,32,0.0309,14,Sunday,33.23529412
32,clear-night,27,0,6,Thursday,31.11764706
141,cloudy,77,0,21,Friday,77.88235294
1334,partly-cloudy-day,75,0,19,Sunday,74.47058824
396,partly-cloudy-day,65,0,8,Thursday,69.17647059
49,clear-night,63,0,20,Wednesday,57.35294118
1125,cloudy,38,0.0011,15,Wednesday,37.41176471
10,cloudy,38,0,19,Saturday,37.35294118
3057,cloudy,75,0,17,Saturday,68.41176471
1037,cloudy,47,0,14,Wednesday,42.94117647
590,partly-cloudy-day,31,0,14,Wednesday,20.05882353
320,clear-day,41,0,8,Tuesday,42.70588235
977,cloudy,65,0,19,Thursday,61.70588235
699,cloudy,57,0,9,Tuesday,62.52941176
1522,clear-day,51,0,12,Thursday,48.58823529
417,rain,47,0.0129,14,Thursday,44.70588235
693,clear-day,28,0,12,Monday,26.82352941
879,cloudy,29,0,13,Thursday,27.41176471
10,clear-night,32,0,21,Saturday,29.23529412
1394,partly-cloudy-day,80,0,19,Sunday,80.88235294
217,clear-day,68,0,7,Saturday,74.05882353
1378,partly-cloudy-day,34,0,14,Sunday,30.17647059
91,rain,61,0.3668,19,Thursday,61.47058824
327,partly-cloudy-day,55,0,9,Friday,55.35294118
2431,partly-cloudy-day,74,0,13,Friday,71.23529412
1403,partly-cloudy-day,74,0,19,Monday,72.41176471
1444,partly-cloudy-day,76,0,20,Saturday,81.23529412
2217,clear-day,66,0,15,Wednesday,60.70588235
304,partly-cloudy-day,31,0,8,Tuesday,33
56,rain,48,0.002,18,Friday,43.23529412
1757,clear-day,86,0,18,Wednesday,79.52941176
199,cloudy,67,0,7,Wednesday,67.58823529
3634,cloudy,61,0,13,Sunday,58.64705882
1,cloudy,30,0,21,Saturday,28.11764706
186,cloudy,32,0,8,Thursday,31.76470588
1850,cloudy,76,0,13,Monday,71.76470588
631,clear-day,32,0,10,Thursday,33
317,cloudy,58,0,8,Tuesday,60.58823529
1394,clear-day,35,0,16,Thursday,31.11764706
1366,partly-cloudy-day,72,0,11,Wednesday,74.35294118
365,partly-cloudy-day,64,0,8,Saturday,74.05882353
391,partly-cloudy-day,83,0,8,Saturday,90.29411765
1250,clear-day,73,0,9,Saturday,76
1850,clear-day,76,0,19,Friday,71.29411765
974,partly-cloudy-day,37,0,16,Tuesday,31.52941176
1950,clear-day,55,0,13,Thursday,52.35294118
1,cloudy,43,0,21,Tuesday,44.23529412
73,clear-night,27,0.0016,6,Tuesday,31.52941176
27,partly-cloudy-night,69,0,22,Sunday,71
1665,partly-cloudy-day,48,0,16,Friday,44.47058824
927,clear-day,23,0,13,Thursday,21.58823529
446,clear-day,46,0,8,Saturday,53
36,cloudy,23,0,22,Thursday,21.58823529
878,clear-day,29,0,15,Tuesday,23.29411765
556,cloudy,60,0,9,Friday,66.47058824
2830,partly-cloudy-day,66,0,11,Saturday,63.94117647
526,rain,66,0.0222,10,Friday,70.11764706
224,clear-day,27,0,8,Friday,33.05882353
9,clear-night,12,0,22,Thursday,10.47058824
40,clear-night,60,0,20,Saturday,54.88235294
656,clear-day,30,0,9,Sunday,38
2027,partly-cloudy-day,80,0,16,Friday,73.17647059
423,partly-cloudy-day,47,0,9,Friday,50.94117647
157,rain,65,0.0522,9,Thursday,67.58823529
116,partly-cloudy-night,65,0,21,Wednesday,68.17647059
2213,partly-cloudy-day,78,0,14,Friday,73.17647059
40,partly-cloudy-night,48,0,22,Thursday,46.76470588
2568,partly-cloudy-day,81,0,15,Friday,74.70588235
1238,partly-cloudy-day,38,0.023,10,Thursday,43.64705882
824,clear-day,42,0,9,Saturday,46.35294118
2951,clear-day,58,0,15,Sunday,51.29411765
65,cloudy,27,0,21,Wednesday,31.70588235
2579,clear-day,77,0,12,Saturday,72.94117647
1989,partly-cloudy-day,83,0,13,Friday,79.58823529
534,cloudy,38,4.00E-04,9,Friday,43
2354,partly-cloudy-day,64,0,14,Friday,57.58823529
2829,partly-cloudy-day,76,0,15,Sunday,70.88235294
536,clear-day,40,0,10,Wednesday,40.11764706
8,partly-cloudy-night,45,0,21,Sunday,51.94117647
475,clear-day,48,0,8,Monday,51.52941176
2141,clear-day,35,0,15,Sunday,33
1892,partly-cloudy-day,89,0,17,Thursday,82.17647059
746,partly-cloudy-day,91,0,13,Tuesday,85.11764706
1278,partly-cloudy-day,76,0,9,Saturday,79.29411765
1435,partly-cloudy-day,78,0,13,Tuesday,76.05882353
745,partly-cloudy-day,58,0,10,Friday,60.58823529
836,partly-cloudy-day,49,0,19,Monday,55.47058824
2104,partly-cloudy-day,71,0,14,Thursday,65.82352941
1777,partly-cloudy-day,53,0,12,Friday,52.94117647
3,cloudy,38,6.00E-04,22,Friday,41.35294118
15,partly-cloudy-night,62,0,20,Friday,60.58823529
1111,partly-cloudy-day,78,0,10,Thursday,80.05882353
1452,clear-day,43,0,11,Friday,41.35294118
3746,clear-day,48,0,12,Saturday,46.23529412
1285,cloudy,55,0,18,Friday,52.82352941
723,rain,53,0.0374,14,Sunday,53.64705882
698,partly-cloudy-day,57,0,9,Friday,59.35294118
1360,clear-day,29,0,12,Saturday,27.94117647
2164,partly-cloudy-day,83,0,14,Thursday,77.52941176
2095,partly-cloudy-day,88,0,12,Sunday,84.05882353
2835,partly-cloudy-day,60,0,17,Saturday,55.58823529
135,partly-cloudy-night,73,0.0019,6,Wednesday,75.29411765
3,clear-night,28,0,22,Tuesday,27.47058824
1672,partly-cloudy-day,47,0,18,Saturday,46.47058824
172,cloudy,30,0,9,Tuesday,30.58823529
559,partly-cloudy-day,36,0,9,Saturday,42.41176471
2604,clear-day,52,0,11,Saturday,52.35294118
9,clear-night,43,0,17,Thursday,45.35294118
922,partly-cloudy-day,67,0,9,Sunday,70.29411765
870,partly-cloudy-day,70,0,9,Saturday,70.76470588
19,cloudy,58,8.00E-04,21,Monday,59
512,partly-cloudy-day,89,0,14,Sunday,83.58823529
507,cloudy,56,0,9,Tuesday,58.17647059
199,clear-day,71,0,6,Saturday,79.17647059
873,clear-day,28,0,12,Monday,29.11764706
1897,partly-cloudy-day,34,0,15,Saturday,29.52941176
15,fog,69,5.00E-04,22,Monday,65.11764706
2518,clear-day,42,0,16,Saturday,36.82352941
33,clear-night,49,0,20,Tuesday,50.58823529
96,clear-night,52,0,17,Monday,46.88235294
2834,partly-cloudy-day,80,0,17,Sunday,74.58823529
77,cloudy,69,0,19,Sunday,66.23529412
1738,cloudy,53,0,15,Wednesday,52.58823529
891,clear-day,50,0,9,Monday,51.52941176
701,rain,51,0.0012,14,Monday,49
1471,partly-cloudy-day,88,0,15,Monday,80.35294118
215,partly-cloudy-day,38,0,8,Monday,37.76470588
1405,clear-day,43,0,14,Thursday,38.05882353
196,cloudy,47,0,7,Tuesday,46.47058824
112,cloudy,25,0,7,Wednesday,28.05882353
17,clear-night,65,0,21,Friday,67.29411765
913,cloudy,50,0,10,Saturday,50.58823529
91,partly-cloudy-night,58,0,21,Saturday,59.88235294
86,cloudy,56,0,19,Thursday,54.64705882
2228,clear-day,42,0,17,Saturday,38.94117647
46,partly-cloudy-night,77,0,22,Saturday,80.76470588
271,rain,34,0.0105,13,Tuesday,33.64705882
642,cloudy,54,0,9,Thursday,55.52941176
40,partly-cloudy-night,57,0,21,Saturday,57.76470588
1870,partly-cloudy-day,73,0,19,Friday,70.11764706
39,partly-cloudy-night,66,0,21,Tuesday,66.11764706
2301,partly-cloudy-day,70,0,13,Friday,64.94117647
239,cloudy,35,0,8,Thursday,40.41176471
2260,clear-day,37,0,11,Wednesday,37.11764706
60,clear-night,52,0,20,Monday,50.05882353
151,clear-day,35,0,7,Saturday,38.94117647
88,partly-cloudy-night,62,3.00E-04,21,Tuesday,65.35294118
534,partly-cloudy-day,79,0,9,Wednesday,80.70588235
149,cloudy,74,0,6,Sunday,80.88235294
1612,clear-day,37,0,16,Friday,35.41176471
2155,clear-day,84,0,14,Friday,78.29411765
1997,partly-cloudy-day,86,0,13,Friday,83.41176471
861,rain,71,0.011,16,Tuesday,70.17647059
419,clear-day,72,0,8,Tuesday,80.94117647
1271,cloudy,46,0.0019,14,Friday,43
222,clear-day,35,0,8,Tuesday,42.23529412
2229,clear-day,88,0,13,Thursday,81.29411765
25,partly-cloudy-night,33,0,20,Sunday,30.17647059
139,partly-cloudy-night,29,0,19,Thursday,28.29411765
45,cloudy,32,0,22,Monday,33.52941176
836,partly-cloudy-day,35,8.00E-04,10,Monday,35.41176471
530,partly-cloudy-day,57,0,9,Tuesday,50.47058824
993,clear-day,34,0,10,Wednesday,31.70588235
2460,clear-day,44,0,13,Saturday,40.47058824
247,clear-night,55,0,6,Tuesday,65.35294118
1894,cloudy,73,0,13,Monday,73.35294118
306,cloudy,29,0,9,Friday,32.17647059
1865,clear-day,83,0,13,Monday,79.82352941
762,clear-night,72,0,19,Tuesday,70.11764706
76,partly-cloudy-night,87,0,21,Sunday,90.70588235
1666,partly-cloudy-day,58,0,16,Friday,50.94117647
44,cloudy,41,0,20,Tuesday,40.47058824
1281,partly-cloudy-day,61,0.0029,13,Monday,55.47058824
85,cloudy,58,0,6,Friday,66.47058824
27,clear-night,35,0,21,Saturday,36.82352941
589,clear-day,78,0,9,Wednesday,81.52941176
1981,clear-day,53,0,16,Monday,48.17647059
484,clear-day,60,0,8,Tuesday,66.58823529
1301,clear-day,77,0,10,Monday,78.76470588
4,partly-cloudy-night,34,0,22,Monday,33.82352941
3306,clear-day,80,0,14,Monday,75.70588235
1552,partly-cloudy-day,87,0,15,Wednesday,80.70588235
61,clear-night,34,0,6,Wednesday,44.47058824
2541,clear-day,68,0,14,Wednesday,66.05882353
2974,cloudy,59,0,15,Saturday,59.11764706
1231,clear-day,31,0,10,Sunday,33
163,clear-day,24,0,8,Wednesday,28.82352941
2497,clear-day,65,0,12,Wednesday,66.05882353
1107,clear-day,78,0,10,Thursday,78.58823529
1526,partly-cloudy-day,46,0,15,Wednesday,39.64705882
1379,partly-cloudy-day,85,0,15,Wednesday,78.23529412
58,clear-night,30,0,20,Tuesday,30.05882353
2680,clear-day,65,0.0015,17,Tuesday,56.64705882
457,clear-day,67,0,8,Saturday,71.52941176
50,cloudy,44,3.00E-04,19,Thursday,40.41176471
101,cloudy,41,0,17,Sunday,38.29411765
590,clear-day,71,0,9,Tuesday,74.58823529
1052,cloudy,76,0,15,Thursday,71.64705882
47,partly-cloudy-night,79,0,21,Monday,78.76470588
1087,partly-cloudy-day,97,0,16,Sunday,90.70588235
1433,cloudy,75,0,15,Thursday,73.41176471
152,clear-day,53,0,6,Thursday,55.70588235
1207,cloudy,70,0,11,Tuesday,70.58823529
2174,clear-day,44,3.00E-04,12,Friday,43.23529412
13,cloudy,54,0,22,Thursday,54.64705882
510,rain,73,0.0255,17,Wednesday,77.35294118
682,clear-day,34,0,17,Friday,34.35294118
206,partly-cloudy-night,55,0,7,Wednesday,61.52941176
3624,partly-cloudy-day,75,0,15,Sunday,71
8,partly-cloudy-night,35,0,21,Sunday,42.29411765
5,clear-night,44,0,22,Monday,46.88235294
78,partly-cloudy-night,63,0,21,Wednesday,60.23529412
2332,partly-cloudy-day,64,0,12,Thursday,62.88235294
681,clear-day,27,0,10,Saturday,29.52941176
5,clear-night,48,0,21,Friday,49.47058824
470,clear-day,60,0,8,Friday,64.94117647
1,clear-day,33,0,15,Saturday,26.52941176
99,partly-cloudy-night,55,0,22,Saturday,59.11764706
5,cloudy,57,0,22,Monday,59.05882353
910,cloudy,35,0.0049,12,Friday,33.82352941
314,cloudy,48,0,8,Friday,46.88235294
2499,clear-day,43,0,14,Saturday,38.94117647
602,cloudy,40,0,12,Friday,39.64705882
483,clear-day,69,0,8,Friday,71.23529412
1805,cloudy,51,0,13,Tuesday,48.58823529
13,clear-night,10,0,19,Monday,9.235294118
1013,partly-cloudy-day,82,0,19,Tuesday,77
2038,clear-day,64,0,12,Thursday,58.23529412
3,clear-night,32,0,21,Friday,35.41176471
1810,partly-cloudy-day,66,0,12,Wednesday,62.58823529
190,cloudy,46,0,8,Monday,46.64705882
1782,cloudy,57,0,15,Thursday,55.70588235
1444,cloudy,61,0,18,Monday,60.70588235
1311,partly-cloudy-day,96,0,17,Saturday,90.29411765
1173,partly-cloudy-day,61,0,17,Tuesday,52.05882353
1760,partly-cloudy-day,88,0,15,Thursday,83.41176471
699,rain,44,0.028,13,Saturday,43.64705882
947,clear-day,32,0,16,Monday,26.82352941
92,partly-cloudy-day,18,0,7,Thursday,27.41176471
1572,clear-day,85,0,20,Sunday,84.05882353
985,cloudy,31,0,15,Sunday,30
1026,clear-day,30,0,16,Friday,25.70588235
1463,partly-cloudy-day,83,0,19,Friday,82.82352941
2165,clear-day,70,0,11,Friday,68.82352941
3188,partly-cloudy-day,66,0,12,Saturday,66.58823529
2683,clear-day,38,0.0015,15,Saturday,35
3256,partly-cloudy-day,57,0,14,Saturday,55.58823529
15,clear-night,57,0,21,Wednesday,60.70588235
2075,partly-cloudy-day,83,0,13,Sunday,78.47058824
2064,partly-cloudy-day,74,0,18,Friday,68.11764706
762,rain,72,0.03,17,Tuesday,70.17647059
22,cloudy,59,0,22,Sunday,59.05882353
96,rain,40,0.0278,20,Wednesday,40.11764706
1874,partly-cloudy-day,72,0,13,Thursday,69.17647059
18,partly-cloudy-night,33,0,6,Monday,34.47058824
127,clear-night,82,0,21,Saturday,80.41176471
41,clear-night,72,0,22,Saturday,75.11764706
285,partly-cloudy-day,37,0,9,Monday,37.76470588
150,cloudy,36,0.0043,8,Monday,35.94117647
335,partly-cloudy-day,68,0,7,Friday,73.17647059
75,cloudy,62,0,21,Saturday,63.52941176
2569,partly-cloudy-day,73,0,16,Friday,68.11764706
285,clear-day,70,0,7,Friday,79.58823529
1976,clear-day,63,0,11,Wednesday,60.70588235
72,clear-night,51,0,18,Wednesday,49.76470588
20,partly-cloudy-night,56,0,21,Tuesday,55.35294118
10,cloudy,35,0.0122,20,Tuesday,30.58823529
84,rain,70,0.005,6,Monday,73.35294118
2607,cloudy,43,0.0011,15,Sunday,40.70588235
3006,partly-cloudy-day,43,0,14,Thursday,40.41176471
79,rain,63,0.3866,13,Sunday,61.47058824
168,clear-day,33,0,7,Tuesday,42.41176471
2834,clear-day,74,0,14,Sunday,69.70588235
122,partly-cloudy-night,71,0,6,Sunday,79.94117647
1312,partly-cloudy-day,91,0,15,Monday,84.88235294
4,clear-night,47,0,20,Sunday,47.94117647
41,partly-cloudy-day,4,0,8,Monday,9.235294118
269,partly-cloudy-day,68,0,7,Sunday,75.82352941
2529,clear-day,79,0,14,Sunday,73.47058824
4,clear-night,41,0,21,Wednesday,42.94117647
831,cloudy,38,4.00E-04,16,Wednesday,37.41176471
936,partly-cloudy-day,36,0,17,Tuesday,31.52941176
1358,partly-cloudy-day,83,0,11,Wednesday,77.35294118
1583,partly-cloudy-day,86,0,12,Monday,80.58823529
253,partly-cloudy-night,50,0,7,Friday,53.05882353
2,clear-night,52,0,22,Monday,53.11764706
1590,partly-cloudy-day,73,0,10,Saturday,75.11764706
8,clear-night,45,0,20,Saturday,42.41176471
