Q,ProvO,Distance,Duration,Reason,Age,Gender,HHI,Others,Mode,Cost
Q2,Alberta,314,3,vacation,55-64,Male,Under 50K,0,car,1200
Q2,Ontario,2781,5,vacation,25-34,Male,100K and Up,2,plane,2250
Q1,Ontario,331,3,vacation,65+,Male,Under 50K,0,car,1584
Q1,Ontario,122,4,vacation,55-64,Female,50K to 69K,0,car,900
Q3,Prince Edward Island,74,1,vacation,55-64,Female,70K to 99K,0,car,370
Q1,Quebec,36,2,vacation,45-54,Male,100K and Up,1,car,220
Q3,Saskatchewan,2103,6,vacation,25-34,Female,70K to 99K,4,plane,1098
Q4,Quebec,205,3,vacation,55-64,Female,100K and Up,0,car,50
Q3,Saskatchewan,526,2,vacation,35-44,Female,100K and Up,0,car,948
Q3,Ontario,170,1,vacation,25-34,Female,50K to 69K,3,car,1120
Q1,Ontario,73,1,vacation,45-54,Female,100K and Up,0,car,620
Q3,Manitoba,2064,2,vacation,35-44,Male,100K and Up,1,plane,5000
Q1,Ontario,112,2,vacation,35-44,Female,100K and Up,4,car,1391
Q4,Newfoundland and Labrador,110,1,vacation,65+,Male,Under 50K,1,car,409
Q2,British Columbia,83,2,vacation,45-54,Female,100K and Up,0,car,2220
Q1,British Columbia,88,2,vacation,35-44,Female,100K and Up,3,car,550
Q2,British Columbia,175,4,vacation,35-44,Male,70K to 99K,0,car,340
Q3,Nova Scotia,133,2,vacation,55-64,Female,100K and Up,0,car,755
Q1,Prince Edward Island,725,6,vacation,65+,Female,70K to 99K,9,car,2330
Q1,New Brunswick,126,1,vacation,25-34,Male,100K and Up,0,car,45
Q4,Quebec,132,1,vacation,55-64,Female,100K and Up,20,car,300
Q1,Alberta,372,2,vacation,65+,Female,100K and Up,0,car,763
Q3,Saskatchewan,67,6,vacation,65+,Male,70K to 99K,0,car,1660
Q2,Ontario,76,1,vacation,65+,Female,50K to 69K,1,car,640
Q3,British Columbia,198,1,vacation,35-44,Female,50K to 69K,1,car,600
Q3,Ontario,219,2,vacation,25-34,Female,100K and Up,2,car,154
Q1,Ontario,99,2,vacation,65+,Female,100K and Up,0,car,980
Q1,Ontario,85,6,vacation,55-64,Female,100K and Up,0,car,125
Q3,Saskatchewan,173,1,vacation,45-54,Male,100K and Up,0,car,430
Q1,Quebec,69,1,vacation,45-54,Female,100K and Up,4,car,230
Q2,British Columbia,577,4,vacation,35-44,Female,70K to 99K,1,car,1200
Q2,British Columbia,129,1,vacation,65+,Male,50K to 69K,2,car,650
Q1,British Columbia,344,8,vacation,55-64,Female,100K and Up,0,plane,700
Q2,Ontario,81,3,vacation,25-34,Male,Under 50K,1,car,400
Q1,Manitoba,1190,18,vacation,55-64,Male,50K to 69K,10,plane,2600
Q2,Ontario,128,4,vacation,19-24,Female,70K to 99K,0,car,260
Q1,Quebec,130,2,vacation,35-44,Male,100K and Up,0,car,680
Q4,Alberta,107,1,vacation,25-34,Female,Under 50K,0,car,212
Q3,New Brunswick,54,2,vacation,25-34,Female,Under 50K,1,car,120
Q2,Ontario,241,2,vacation,55-64,Male,100K and Up,1,car,250
Q3,Ontario,466,7,vacation,55-64,Female,100K and Up,0,car,4130
Q4,Ontario,61,1,vacation,55-64,Female,50K to 69K,0,car,50
Q4,New Brunswick,81,1,vacation,25-34,Female,70K to 99K,6,car,280
Q1,Alberta,107,2,vacation,25-34,Female,100K and Up,0,car,1050
Q3,New Brunswick,109,2,vacation,55-64,Female,100K and Up,3,car,200
Q1,Ontario,143,2,vacation,55-64,Female,100K and Up,0,car,865
Q4,Ontario,52,2,vacation,45-54,Female,100K and Up,1,car,50
Q1,Ontario,2700,7,vacation,45-54,Male,100K and Up,9,plane,5200
Q2,Saskatchewan,193,3,vacation,65+,Female,Under 50K,1,car,574
Q3,Newfoundland and Labrador,384,4,vacation,55-64,Male,Under 50K,1,car,1135
Q3,Manitoba,81,9,vacation,55-64,Female,100K and Up,0,car,850
Q3,New Brunswick,77,2,vacation,55-64,Female,50K to 69K,0,car,225
Q3,Alberta,273,2,vacation,45-54,Female,70K to 99K,1,car,950
Q2,New Brunswick,147,1,vacation,55-64,Female,70K to 99K,0,car,246
Q1,New Brunswick,688,4,vacation,25-34,Female,50K to 69K,0,car,675
Q1,Ontario,343,1,vacation,19-24,Female,100K and Up,1,car,975
Q3,Quebec,724,17,vacation,35-44,Male,70K to 99K,0,car,2840
Q4,Ontario,196,4,vacation,35-44,Female,50K to 69K,0,car,553
Q3,Saskatchewan,135,2,vacation,35-44,Male,100K and Up,1,car,870
Q2,Saskatchewan,709,4,vacation,55-64,Male,50K to 69K,3,car,620
Q4,Ontario,79,1,vacation,55-64,Female,70K to 99K,0,car,400
Q1,Quebec,196,2,vacation,25-34,Female,100K and Up,1,car,380
Q1,Ontario,97,1,vacation,65+,Female,100K and Up,0,car,550
Q3,Ontario,3384,8,vacation,45-54,Female,100K and Up,0,plane,4950
Q3,Ontario,161,12,vacation,55-64,Male,50K to 69K,2,car,1340
Q3,British Columbia,94,3,vacation,55-64,Female,100K and Up,3,car,520
Q2,Saskatchewan,158,1,vacation,45-54,Male,100K and Up,0,car,220
Q4,Ontario,336,5,vacation,65+,Male,100K and Up,1,car,3075
Q2,Manitoba,2743,4,vacation,55-64,Male,70K to 99K,1,plane,1750
Q1,Quebec,118,1,vacation,65+,Male,Under 50K,1,car,135
Q1,British Columbia,60,2,vacation,35-44,Male,100K and Up,1,car,850
Q4,Newfoundland and Labrador,251,5,vacation,55-64,Female,100K and Up,1,car,55
Q1,Alberta,177,4,vacation,65+,Female,70K to 99K,0,car,100
Q1,Saskatchewan,267,2,vacation,35-44,Male,100K and Up,2,car,980
Q2,Manitoba,194,2,vacation,25-34,Male,70K to 99K,1,car,250
Q3,Saskatchewan,326,2,vacation,55-64,Female,100K and Up,0,car,960
Q4,Saskatchewan,1191,6,vacation,65+,Male,70K to 99K,0,plane,3360
Q1,Quebec,97,3,vacation,55-64,Female,70K to 99K,2,car,250
Q4,Ontario,133,3,vacation,55-64,Female,100K and Up,2,car,350
Q3,Quebec,120,7,vacation,55-64,Male,50K to 69K,4,car,350
Q1,Quebec,97,1,vacation,45-54,Male,100K and Up,0,car,350
Q3,Quebec,115,6,vacation,65+,Female,100K and Up,5,car,2970
Q4,Quebec,130,2,vacation,45-54,Male,70K to 99K,0,car,460
Q1,Prince Edward Island,149,1,vacation,25-34,Female,100K and Up,0,car,1140
Q2,Ontario,112,2,vacation,25-34,Female,50K to 69K,3,car,930
Q1,Quebec,168,1,vacation,35-44,Male,Under 50K,2,car,337
Q4,Ontario,111,2,vacation,55-64,Female,100K and Up,4,car,360
Q2,Ontario,168,4,vacation,45-54,Male,100K and Up,0,car,1150
Q2,Ontario,271,2,vacation,55-64,Female,100K and Up,0,car,150
Q3,Ontario,79,1,vacation,19-24,Female,100K and Up,1,car,285
Q1,Nova Scotia,215,1,vacation,65+,Male,Under 50K,1,car,222
Q1,Quebec,141,1,vacation,35-44,Male,100K and Up,0,car,450
Q3,Ontario,3339,9,vacation,55-64,Female,Under 50K,0,plane,11820
Q3,Nova Scotia,245,4,vacation,55-64,Female,100K and Up,0,car,644
Q3,Quebec,272,5,vacation,45-54,Female,100K and Up,0,car,230
Q3,British Columbia,47,2,vacation,55-64,Male,100K and Up,2,car,550
Q3,Nova Scotia,263,6,vacation,65+,Male,70K to 99K,0,car,1609
Q3,Nova Scotia,249,3,vacation,19-24,Female,Under 50K,1,car,705
Q3,New Brunswick,378,4,vacation,45-54,Male,100K and Up,0,car,1561
Q3,Ontario,295,7,vacation,55-64,Male,100K and Up,0,car,120
Q3,Manitoba,75,3,vacation,55-64,Male,70K to 99K,1,car,420
Q2,Quebec,323,2,vacation,25-34,Female,50K to 69K,11,car,560
Q3,Ontario,148,30,vacation,65+,Male,100K and Up,0,car,450
Q4,Quebec,168,2,vacation,55-64,Male,100K and Up,0,car,730
Q1,Alberta,106,1,vacation,55-64,Male,Under 50K,0,car,470
Q2,Alberta,463,7,vacation,55-64,Male,Under 50K,0,car,972
Q4,Ontario,116,2,vacation,45-54,Female,100K and Up,0,car,1040
Q2,Nova Scotia,110,2,vacation,55-64,Female,Under 50K,5,car,70
Q3,Saskatchewan,65,2,vacation,25-34,Male,70K to 99K,2,car,85
Q2,Nova Scotia,80,1,vacation,45-54,Female,70K to 99K,0,car,400
Q3,Ontario,65,1,vacation,25-34,Female,100K and Up,0,car,120
Q1,Quebec,34,1,vacation,25-34,Female,100K and Up,1,car,115
Q1,Newfoundland and Labrador,203,2,vacation,65+,Male,70K to 99K,1,car,350
Q3,Alberta,191,1,vacation,55-64,Male,100K and Up,1,car,350
Q3,Saskatchewan,667,3,vacation,25-34,Male,50K to 69K,1,car,450
Q3,Saskatchewan,195,3,vacation,55-64,Female,100K and Up,7,car,300
Q3,New Brunswick,462,3,vacation,45-54,Male,100K and Up,0,car,192
Q3,Alberta,90,1,vacation,65+,Male,100K and Up,1,car,190
Q3,Manitoba,129,4,vacation,65+,Male,70K to 99K,0,car,280
Q4,Ontario,570,2,vacation,25-34,Male,50K to 69K,0,car,725
Q1,Ontario,71,1,vacation,35-44,Male,100K and Up,3,car,258
Q4,Ontario,1209,13,vacation,55-64,Male,70K to 99K,0,car,3100
Q4,British Columbia,110,2,vacation,35-44,Female,100K and Up,0,car,904
Q4,Quebec,231,1,vacation,35-44,Male,50K to 69K,2,car,200
Q3,Quebec,79,3,vacation,35-44,Male,100K and Up,3,car,855
Q1,Ontario,257,14,vacation,65+,Male,100K and Up,0,car,65
Q3,Alberta,321,8,vacation,45-54,Male,70K to 99K,0,car,627
Q1,Quebec,85,2,vacation,45-54,Male,100K and Up,0,car,420
Q1,Ontario,97,1,vacation,55-64,Female,100K and Up,0,car,40
Q1,British Columbia,81,1,vacation,55-64,Female,100K and Up,0,car,940
Q3,Quebec,129,6,vacation,35-44,Female,Under 50K,0,car,90
Q3,New Brunswick,225,4,vacation,45-54,Female,50K to 69K,0,car,1045
Q1,Saskatchewan,232,3,vacation,35-44,Female,100K and Up,3,car,990
Q1,Quebec,829,1,vacation,19-24,Female,50K to 69K,0,car,145
Q2,Ontario,146,1,vacation,55-64,Female,100K and Up,0,car,225
Q1,Quebec,115,1,vacation,45-54,Female,100K and Up,0,car,380
Q3,Quebec,58,1,vacation,35-44,Female,100K and Up,2,car,563
Q2,British Columbia,539,4,vacation,65+,Female,50K to 69K,0,car,1550
Q1,Alberta,215,2,vacation,45-54,Female,100K and Up,0,car,1330
Q4,Ontario,288,1,vacation,35-44,Male,100K and Up,0,car,1300
Q2,Quebec,507,3,vacation,35-44,Female,100K and Up,0,car,1040
Q1,Alberta,172,1,vacation,55-64,Female,100K and Up,0,car,140
Q2,Ontario,60,2,vacation,65+,Female,Under 50K,2,car,375
Q2,Ontario,82,2,vacation,25-34,Female,100K and Up,0,car,1290
Q4,Ontario,118,5,vacation,55-64,Female,Under 50K,0,car,1384
Q2,British Columbia,102,2,vacation,45-54,Female,100K and Up,0,car,1330
Q4,Quebec,218,2,vacation,35-44,Male,70K to 99K,1,car,292
Q2,Ontario,98,2,vacation,25-34,Female,100K and Up,0,car,190
Q3,Nova Scotia,209,2,vacation,65+,Male,100K and Up,1,car,850
Q4,Ontario,100,1,vacation,35-44,Male,100K and Up,0,car,790
Q2,Ontario,276,1,vacation,55-64,Female,50K to 69K,0,car,470
Q1,Ontario,347,2,vacation,25-34,Male,100K and Up,3,car,250
Q4,British Columbia,197,3,vacation,55-64,Male,70K to 99K,4,car,436
Q2,Nova Scotia,82,2,vacation,35-44,Female,70K to 99K,1,car,230
Q3,Ontario,57,1,vacation,19-24,Female,70K to 99K,0,car,150
Q3,Ontario,133,2,vacation,55-64,Male,100K and Up,2,car,2800
Q1,British Columbia,65,1,vacation,55-64,Female,100K and Up,0,car,275
Q1,British Columbia,101,3,vacation,55-64,Female,70K to 99K,3,car,2300
Q2,Nova Scotia,89,4,vacation,65+,Male,100K and Up,0,car,375
Q2,Ontario,187,2,vacation,55-64,Female,70K to 99K,2,car,230
Q2,Alberta,89,1,vacation,25-34,Male,100K and Up,1,car,575
Q4,Ontario,47,1,vacation,55-64,Female,100K and Up,0,car,626
Q2,Alberta,3589,7,vacation,55-64,Female,100K and Up,5,plane,5900
Q3,Alberta,206,1,vacation,25-34,Female,100K and Up,4,car,160
Q1,Quebec,156,1,vacation,45-54,Female,100K and Up,1,car,1142
Q3,Nova Scotia,158,2,vacation,55-64,Female,100K and Up,2,car,1793
Q4,Alberta,369,2,vacation,55-64,Female,100K and Up,0,car,0
Q1,Quebec,101,2,vacation,45-54,Male,100K and Up,0,car,100
Q2,Quebec,121,2,vacation,55-64,Female,100K and Up,0,car,84
Q1,Quebec,98,2,vacation,35-44,Female,100K and Up,4,car,3300
Q4,Ontario,487,2,vacation,35-44,Female,100K and Up,0,car,1200
Q2,Quebec,231,1,vacation,65+,Male,100K and Up,0,car,715
Q1,Quebec,496,2,vacation,25-34,Male,100K and Up,0,car,450
Q3,Manitoba,68,1,vacation,45-54,Female,100K and Up,0,car,40
Q1,Manitoba,129,2,vacation,45-54,Male,50K to 69K,1,car,370
Q2,Ontario,145,7,vacation,25-34,Female,100K and Up,4,car,741
Q3,New Brunswick,279,2,vacation,25-34,Female,100K and Up,0,car,800
Q2,Manitoba,194,2,vacation,65+,Female,50K to 69K,1,car,65
Q1,New Brunswick,227,2,vacation,65+,Male,100K and Up,0,car,517
Q4,Manitoba,90,1,vacation,19-24,Male,100K and Up,1,car,240
Q2,British Columbia,36,1,vacation,65+,Male,100K and Up,0,car,255
Q4,Ontario,25,1,vacation,25-34,Male,100K and Up,1,car,85
Q2,Ontario,93,1,vacation,55-64,Male,70K to 99K,3,car,60
Q4,Ontario,141,2,vacation,45-54,Female,100K and Up,0,car,75
Q2,Ontario,333,2,vacation,45-54,Male,100K and Up,5,car,707
Q4,British Columbia,94,2,vacation,55-64,Male,100K and Up,0,car,2230
Q4,Quebec,169,1,vacation,19-24,Male,Under 50K,0,car,197
Q1,Ontario,103,1,vacation,65+,Male,70K to 99K,0,car,160
Q3,Alberta,217,1,vacation,55-64,Male,100K and Up,0,car,215
Q3,Saskatchewan,166,2,vacation,25-34,Male,100K and Up,0,car,145
Q2,Saskatchewan,1046,4,vacation,45-54,Female,100K and Up,3,plane,2190
Q4,Alberta,309,2,vacation,25-34,Female,100K and Up,6,car,540
Q4,Manitoba,241,1,vacation,65+,Female,Under 50K,0,car,305
Q3,Nova Scotia,1354,8,vacation,45-54,Male,100K and Up,2,car,3590
Q3,Quebec,353,3,vacation,25-34,Male,50K to 69K,0,car,460
Q1,Ontario,829,3,vacation,55-64,Male,100K and Up,1,plane,1055
Q1,Quebec,496,2,vacation,55-64,Male,100K and Up,0,car,720
Q4,Saskatchewan,504,2,vacation,25-34,Male,100K and Up,0,car,800
Q4,Quebec,141,1,vacation,35-44,Female,70K to 99K,3,car,305
Q4,Ontario,205,1,vacation,55-64,Female,100K and Up,0,car,500
Q2,Ontario,878,2,vacation,25-34,Male,50K to 69K,0,plane,1473
Q4,Ontario,133,2,vacation,45-54,Male,100K and Up,0,car,1285
Q3,Alberta,319,1,vacation,25-34,Male,100K and Up,0,plane,300
Q3,Quebec,358,1,vacation,65+,Female,50K to 69K,0,car,369
Q4,Manitoba,297,2,vacation,25-34,Female,100K and Up,0,car,1070
Q3,Ontario,88,1,vacation,55-64,Female,100K and Up,0,car,90
Q1,Alberta,757,6,vacation,55-64,Male,100K and Up,0,plane,1365
Q1,British Columbia,175,2,vacation,55-64,Male,100K and Up,2,car,905
Q3,Alberta,77,4,vacation,45-54,Female,50K to 69K,0,car,160
Q1,Manitoba,56,1,vacation,55-64,Female,100K and Up,0,car,540
Q1,Ontario,165,2,vacation,25-34,Male,100K and Up,2,car,525
Q2,Saskatchewan,574,1,vacation,55-64,Female,70K to 99K,0,car,337
Q1,New Brunswick,118,2,vacation,55-64,Male,100K and Up,0,car,545
Q2,Quebec,529,1,vacation,45-54,Male,100K and Up,0,car,900
Q1,Alberta,10,1,vacation,55-64,Male,100K and Up,0,car,290
Q3,Alberta,153,1,vacation,35-44,Male,100K and Up,0,car,820
Q3,British Columbia,83,1,vacation,45-54,Female,50K to 69K,1,car,480
Q4,Quebec,132,2,vacation,25-34,Female,50K to 69K,0,car,1070
Q4,Ontario,199,2,vacation,55-64,Male,100K and Up,2,car,2000
Q1,Ontario,80,1,vacation,55-64,Female,100K and Up,0,car,797
Q3,Manitoba,1438,5,vacation,55-64,Male,50K to 69K,1,car,2275
Q4,Quebec,224,1,vacation,35-44,Female,Under 50K,2,car,2190
Q3,British Columbia,247,3,vacation,35-44,Female,100K and Up,4,car,620
Q4,Quebec,201,2,vacation,45-54,Female,50K to 69K,2,car,510
Q4,Quebec,141,2,vacation,35-44,Male,70K to 99K,7,car,331
Q3,Alberta,276,2,vacation,35-44,Female,100K and Up,1,car,1090
Q3,Quebec,377,2,vacation,65+,Female,100K and Up,0,car,960
Q3,Ontario,119,2,vacation,65+,Female,70K to 99K,0,car,52
Q3,Quebec,421,5,vacation,25-34,Female,50K to 69K,0,car,1144
Q1,Saskatchewan,174,2,vacation,19-24,Female,100K and Up,2,car,275
Q1,Quebec,192,5,vacation,65+,Male,100K and Up,0,car,4100
Q1,Quebec,57,2,vacation,25-34,Female,Under 50K,15,car,435
Q4,Ontario,106,1,vacation,55-64,Female,100K and Up,0,car,519
Q1,Quebec,169,1,vacation,55-64,Male,50K to 69K,3,car,240
Q1,Newfoundland and Labrador,148,1,vacation,45-54,Male,100K and Up,0,car,280
Q3,Saskatchewan,96,1,vacation,25-34,Female,50K to 69K,0,car,368
Q4,Ontario,153,1,vacation,45-54,Female,100K and Up,0,car,300
Q2,Alberta,107,1,vacation,35-44,Female,100K and Up,1,car,430
Q1,British Columbia,73,2,vacation,65+,Male,50K to 69K,2,car,670
Q1,Alberta,300,1,vacation,65+,Female,100K and Up,0,car,178
Q1,Ontario,364,3,vacation,55-64,Male,100K and Up,0,car,1120
Q3,Alberta,268,1,vacation,55-64,Female,100K and Up,2,car,240
Q1,Manitoba,1864,1,vacation,19-24,Male,50K to 69K,0,plane,200
Q4,Ontario,96,1,vacation,55-64,Male,70K to 99K,0,car,340
Q2,Quebec,85,1,vacation,65+,Female,Under 50K,1,car,135
Q1,Alberta,818,7,vacation,25-34,Male,Under 50K,0,plane,400
Q2,Saskatchewan,384,2,vacation,45-54,Female,50K to 69K,1,car,400
Q3,Ontario,119,2,vacation,25-34,Female,100K and Up,0,car,980
Q1,Ontario,345,1,vacation,55-64,Male,100K and Up,0,plane,550
Q1,Alberta,151,6,vacation,25-34,Female,70K to 99K,2,car,510
Q1,Nova Scotia,234,1,vacation,55-64,Female,100K and Up,0,car,392
Q1,Alberta,261,1,vacation,55-64,Female,70K to 99K,0,car,350
Q1,British Columbia,92,2,vacation,65+,Female,100K and Up,2,car,860
Q1,Nova Scotia,222,1,vacation,55-64,Male,100K and Up,0,car,160
Q1,British Columbia,34,1,vacation,55-64,Male,50K to 69K,0,car,490
Q3,Alberta,298,2,vacation,65+,Male,100K and Up,0,car,1176
Q3,Quebec,883,5,vacation,25-34,Female,70K to 99K,0,car,750
Q3,British Columbia,247,2,vacation,45-54,Male,100K and Up,0,car,165
Q3,Manitoba,182,8,vacation,45-54,Female,100K and Up,2,car,1175
Q4,Ontario,131,2,vacation,45-54,Female,100K and Up,1,car,260
Q3,Alberta,201,4,vacation,45-54,Male,100K and Up,0,car,224
Q1,Ontario,60,1,vacation,35-44,Female,100K and Up,5,car,280
Q3,Alberta,21,1,vacation,19-24,Female,100K and Up,5,car,150
Q2,Ontario,533,8,vacation,65+,Female,50K to 69K,0,car,700
Q3,Quebec,130,2,vacation,45-54,Male,50K to 69K,0,car,340
Q1,Manitoba,198,2,vacation,45-54,Male,100K and Up,0,car,525
Q2,British Columbia,94,1,vacation,35-44,Male,100K and Up,0,car,330
Q4,Manitoba,234,2,vacation,19-24,Male,50K to 69K,0,car,610
Q2,British Columbia,60,1,vacation,65+,Female,100K and Up,3,car,265
Q2,British Columbia,64,3,vacation,65+,Female,70K to 99K,0,car,370
Q1,Saskatchewan,114,3,vacation,65+,Female,70K to 99K,0,car,165
Q3,Nova Scotia,61,2,vacation,35-44,Female,Under 50K,3,car,671
Q3,Saskatchewan,317,3,vacation,65+,Female,Under 50K,1,car,60
Q3,Manitoba,96,3,vacation,45-54,Male,100K and Up,0,car,266
Q4,Nova Scotia,193,4,vacation,65+,Male,50K to 69K,0,car,660
Q3,Quebec,29,1,vacation,55-64,Male,100K and Up,0,car,570
Q3,Newfoundland and Labrador,409,1,vacation,45-54,Female,100K and Up,0,car,1020
Q1,Quebec,64,2,vacation,65+,Female,50K to 69K,0,car,708
Q4,Saskatchewan,670,4,vacation,65+,Male,100K and Up,1,car,1900
Q2,British Columbia,104,3,vacation,25-34,Male,70K to 99K,2,car,478
Q1,Ontario,182,2,vacation,65+,Female,100K and Up,3,car,310
Q2,Saskatchewan,387,3,vacation,65+,Female,Under 50K,0,car,235
Q1,British Columbia,94,2,vacation,65+,Male,50K to 69K,1,car,408
Q3,Nova Scotia,121,1,vacation,55-64,Female,Under 50K,0,car,170
Q1,Saskatchewan,210,1,vacation,35-44,Female,100K and Up,0,car,590
Q3,Ontario,186,4,vacation,65+,Female,100K and Up,0,car,490
Q4,Quebec,154,5,vacation,45-54,Male,Under 50K,2,car,1635
Q3,Ontario,177,2,vacation,25-34,Female,Under 50K,0,car,375
Q1,Ontario,65,2,vacation,35-44,Male,100K and Up,13,car,70
Q4,British Columbia,143,9,vacation,55-64,Male,100K and Up,0,car,1088
Q1,Alberta,144,4,vacation,45-54,Male,100K and Up,1,car,5450
Q3,Quebec,61,3,vacation,65+,Female,100K and Up,0,car,1120
Q3,Alberta,276,3,vacation,55-64,Male,100K and Up,0,car,505
Q1,Quebec,120,1,vacation,45-54,Male,50K to 69K,0,car,490
Q3,Ontario,79,3,vacation,55-64,Male,100K and Up,0,car,966
Q2,Saskatchewan,167,1,vacation,35-44,Male,100K and Up,8,car,105
Q2,New Brunswick,25,2,vacation,65+,Male,70K to 99K,0,car,80
Q1,British Columbia,150,3,vacation,25-34,Female,100K and Up,0,car,821
Q4,Nova Scotia,48,2,vacation,25-34,Male,50K to 69K,0,car,240
Q3,Ontario,117,2,vacation,19-24,Male,100K and Up,0,car,85
Q3,Quebec,27,3,vacation,65+,Male,70K to 99K,0,car,245
Q1,New Brunswick,888,5,vacation,45-54,Female,100K and Up,1,car,2270
Q4,Quebec,2114,17,vacation,65+,Male,70K to 99K,1,car,2420
Q4,Quebec,156,1,vacation,35-44,Male,100K and Up,1,car,412
Q4,Saskatchewan,235,3,vacation,35-44,Female,70K to 99K,4,car,1960
Q3,Alberta,916,7,vacation,45-54,Female,Under 50K,0,car,2290
Q4,New Brunswick,272,2,vacation,19-24,Female,50K to 69K,0,car,70
Q2,Saskatchewan,203,2,vacation,45-54,Female,100K and Up,0,car,180
Q3,Alberta,276,5,vacation,65+,Male,70K to 99K,0,car,1610
Q4,Quebec,355,1,vacation,35-44,Female,70K to 99K,2,car,2134
Q1,New Brunswick,990,5,vacation,65+,Male,100K and Up,0,plane,2250
Q3,Ontario,281,2,vacation,65+,Female,100K and Up,0,car,193
Q3,Quebec,341,4,vacation,55-64,Female,70K to 99K,0,car,550
Q2,Alberta,27,2,vacation,35-44,Male,100K and Up,0,car,625
Q3,Quebec,69,4,vacation,55-64,Female,100K and Up,0,car,925
Q1,Ontario,106,1,vacation,65+,Male,70K to 99K,0,car,510
Q3,Ontario,211,2,vacation,45-54,Male,100K and Up,1,car,955
Q3,Manitoba,157,1,vacation,45-54,Male,70K to 99K,0,car,530
Q1,British Columbia,164,4,vacation,65+,Female,50K to 69K,0,car,900
Q1,Ontario,67,1,vacation,65+,Female,50K to 69K,0,car,50
Q1,British Columbia,190,2,vacation,35-44,Female,50K to 69K,3,car,1145
Q1,Manitoba,1591,6,vacation,55-64,Male,100K and Up,2,plane,3610
Q3,Ontario,93,2,vacation,25-34,Male,50K to 69K,2,car,1030
Q4,Alberta,444,3,vacation,55-64,Male,Under 50K,0,car,1080
Q3,Saskatchewan,235,1,vacation,55-64,Female,100K and Up,0,car,192
Q4,Prince Edward Island,53,1,vacation,25-34,Male,100K and Up,1,car,410
Q1,Saskatchewan,96,1,vacation,45-54,Male,Under 50K,0,car,100
Q4,Ontario,91,3,vacation,45-54,Female,100K and Up,4,car,1380
Q2,Newfoundland and Labrador,68,2,vacation,55-64,Female,Under 50K,0,car,35
Q3,Quebec,245,1,vacation,55-64,Male,100K and Up,0,car,1310
Q3,Quebec,499,6,vacation,25-34,Male,100K and Up,0,car,1825
Q3,Quebec,467,5,vacation,55-64,Female,50K to 69K,1,car,1245
Q1,Ontario,70,3,vacation,45-54,Female,50K to 69K,1,car,1003
Q1,Quebec,205,1,vacation,35-44,Male,100K and Up,2,car,335
Q3,Ontario,127,3,vacation,55-64,Male,Under 50K,0,car,650
Q4,Ontario,2991,5,vacation,55-64,Female,Under 50K,0,plane,2100
Q1,Ontario,248,2,vacation,35-44,Female,50K to 69K,1,car,786
Q3,New Brunswick,39,1,vacation,55-64,Female,50K to 69K,2,car,52
Q4,Alberta,337,1,vacation,55-64,Female,100K and Up,0,car,350
Q3,Quebec,435,9,vacation,65+,Male,Under 50K,1,car,2180
Q1,Quebec,73,2,vacation,45-54,Male,50K to 69K,0,car,250
Q3,Ontario,95,1,vacation,65+,Female,70K to 99K,0,car,74
Q4,Ontario,243,1,vacation,45-54,Female,100K and Up,0,car,950
Q3,Quebec,447,5,vacation,65+,Male,100K and Up,1,car,40
Q3,British Columbia,108,7,vacation,65+,Female,100K and Up,0,car,1016
Q3,Quebec,643,3,vacation,55-64,Male,100K and Up,2,car,1648
Q4,Ontario,336,2,vacation,35-44,Male,50K to 69K,0,car,341
